question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
374,"A triangle has sides of lengths 7 cm, 8 cm, and 9 cm. What is its area using Heron's formula?",26.83 cm²,s = (7 + 8 + 9) / 2 = 12. Area = √(s(s-a)(s-b)(s-c)) = √(12(12-7)(12-8)(12-9)) = √(12*5*4*3) = √720 = 26.83 cm².,"Solve the following math problem: A triangle has sides of lengths 7 cm, 8 cm, and 9 cm. What is its area using Heron's formula?
Answer: First, we need to calculate the semi-perimeter of the triangle:
s = (7 + 8 + 9)/2 = 12

Then, we can use Heron's formula to calculate the area:
Area = √(s(s-a)(s-b)(s-c))
Area = √(12(12-7)(12-8)(12-9))
Area = √(12x5x4x3)
Area = √720
Area = 12√5

Therefore, the area of the triangle using Heron's formula is 12√5 square cm.",Geometry,Hard,0.020833333333333336,0.0
375,"If the circumference of a circle is 31.4 cm, what is the radius?",5 cm,C = 2πr; 31.4 = 2πr; r = 31.4 / (2π) = 5 cm.,"Solve the following math problem: If the circumference of a circle is 31.4 cm, what is the radius?
Answer: To find the radius, we can use the formula for the circumference of a circle: $C = 2\pi r$, where $C$ is the circumference and $r$ is the radius.

Given that the circumference is 31.4 cm, we can plug this value into the formula: $31.4 = 2\pi r$.

To solve for $r$, we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by $2\pi$: $\frac{31.4}{2\pi} = r$.

Using a calculator, we can approximate the value of $\frac{",Geometry,Hard,0.017094017094017096,0.0
376,"In a certain class, 60% of students passed the exam. If there were 50 students, how many failed?",20 students,Number of students who passed = 60% of 50 = 30. Students who failed = Total students - Passed = 50 - 30 = 20.,"Solve the following math problem: In a certain class, 60% of students passed the exam. If there were 50 students, how many failed?
Answer: To solve the problem, we need to find the number of students who failed the exam. We know that 60% of the students passed, which means that 40% of the students failed. To find out how many students failed, we need to calculate 40% of 50 students:
40% of 50 students = 0.4 x 50 = 20
Therefore, 20 students failed the exam.
The answer is 20.",Percentage Problems,Hard,0.04347826086956522,1.864699005416488e-155
377,"If a recipe calls for 2/3 cup of sugar and you want to make 3 batches, how much sugar do you need?",2 cups of sugar,Sugar needed = (2/3) * 3 = 2 cups.,"Solve the following math problem: If a recipe calls for 2/3 cup of sugar and you want to make 3 batches, how much sugar do you need?
Answer: To find the total amount of sugar needed for 3 batches, we need to multiply the amount of sugar needed for one batch by 3. 

2/3 cup of sugar x 3 = 2 cups of sugar 

Therefore, you need 2 cups of sugar to make 3 batches of the recipe.",Fraction Problems,Hard,0.09638554216867469,0.02893595128130361
378,"A company produces 20,000 units at a fixed cost of $50,000 and a variable cost of $5 per unit. What is the total cost?","$150,000","Total cost = Fixed cost + (Variable cost * Number of units) = 50000 + (5 * 20000) = $150,000.","Solve the following math problem: A company produces 20,000 units at a fixed cost of $50,000 and a variable cost of $5 per unit. What is the total cost?
Answer: To calculate the total cost, we need to add the fixed cost to the variable cost. The variable cost is the product of the number of units produced and the variable cost per unit, which is $5. Therefore, the total variable cost is 20,000 x $5 = $100,000. Adding the fixed cost of $50,000, we get the total cost of $150,000. 

The answer is $150,000.",Cost Analysis,Hard,0.038834951456310676,0.0
379,"A box has dimensions of 3 cm, 4 cm, and 5 cm. What is its volume?",60 cm³,Volume = length * width * height = 3 * 4 * 5 = 60 cm³.,"Solve the following math problem: A box has dimensions of 3 cm, 4 cm, and 5 cm. What is its volume?
Answer: The volume of the box is given by the formula $V=lwh$, where $l$, $w$, and $h$ are the length, width, and height of the box, respectively. Substituting the given values, we have $V=3\text{ cm}\times 4\text{ cm}\times 5\text{ cm}=60\text{ cm}^3$. Therefore, the volume of the box is 60 cubic centimeters. The answer is $\boxed{60\text{ cm}^3}$.",Geometry,Hard,0.04395604395604395,6.17028075639052e-232
380,A boat travels 60 miles upstream at a speed of 15 mph. How long does it take to travel that distance?,4 hours,Time = Distance / Speed = 60 / 15 = 4 hours.,"Solve the following math problem: A boat travels 60 miles upstream at a speed of 15 mph. How long does it take to travel that distance?
Answer: To solve this problem, we can use the formula: time = distance / speed.

The distance traveled upstream is 60 miles. The speed of the boat is 15 mph. To find the time it takes to travel upstream, we divide the distance by the speed:
time = 60 miles / 15 mph = 4 hours.

Therefore, it takes the boat 4 hours to travel 60 miles upstream.

The answer is 4 hours.",Distance-Rate-Time,Hard,0.04166666666666667,1.7873697233423398e-155
381,"A family of 4 spends $400 on groceries. If they want to budget 25% less next month, how much should they budget?",$300,25% of $400 = 100. New budget = 400 - 100 = $300.,"Solve the following math problem: A family of 4 spends $400 on groceries. If they want to budget 25% less next month, how much should they budget?
Answer: To find out how much the family should budget next month, we need to first calculate 25% of their current budget:
25% of $400 = 0.25 x $400 = $100
Next, we need to subtract this amount from their current budget to find the new budget:
$400 - $100 = $300
Therefore, the family should budget $300 for groceries next month. The answer is $300.",Percentage Problems,Hard,0.02197802197802198,5.866614974264094e-232
382,"If the sides of a triangle are in the ratio 3:4:5 and the perimeter is 60 cm, what are the lengths of the sides?","The sides are 9 cm, 12 cm, and 15 cm.","Let the sides be 3x, 4x, and 5x. Then 3x + 4x + 5x = 60. 12x = 60, so x = 5. Therefore, the sides are 15 cm, 20 cm, and 25 cm.","Solve the following math problem: If the sides of a triangle are in the ratio 3:4:5 and the perimeter is 60 cm, what are the lengths of the sides?
Answer: Let the sides of the triangle be 3x, 4x, and 5x. The perimeter is the sum of the lengths of the sides, so:
3x + 4x + 5x = 60
12x = 60
x = 5
Therefore, the sides are 15 cm, 20 cm, and 25 cm. The answer is 15 cm, 20 cm, and 25 cm.",Ratio and Proportion,Hard,0.1702127659574468,3.207729848929617e-155
383,A car travels 150 miles at 50 mph and then 50 miles at 25 mph. What is the average speed for the entire trip?,42.86 mph,"Time for 150 miles = 150/50 = 3 hours; Time for 50 miles = 50/25 = 2 hours. Total distance = 200 miles, total time = 5 hours. Average speed = Total distance / Total time = 200/5 = 40 mph.","Solve the following math problem: A car travels 150 miles at 50 mph and then 50 miles at 25 mph. What is the average speed for the entire trip?
Answer: To find the average speed, we need to use the formula:

average speed = total distance / total time

First, let's calculate the total distance:

total distance = distance of the first leg + distance of the second leg
total distance = 150 miles + 50 miles
total distance = 200 miles

Next, let's calculate the total time:

time for the first leg = distance / speed = 150 miles / 50 mph = 3 hours
time for the second leg = distance / speed = 50 miles / 25 mph = 2 hours
total time = time for the first leg + time",Distance-Rate-Time,Hard,0.016666666666666666,5.354662760929083e-232
384,A square has an area of 144 cm². What is the length of one side?,12 cm,"Area = side². So, side = √144 = 12 cm.","Solve the following math problem: A square has an area of 144 cm². What is the length of one side?
Answer: To find the length of one side of the square, we need to find the square root of the area. The square root of 144 is 12. Therefore, the length of one side of the square is 12 cm.
The answer is 12 cm.",Geometry,Hard,0.059701492537313446,6.4162308992004585e-232
385,"A loan of $5,000 is paid back with an annual interest rate of 10% after 3 years. What is the total amount paid back?","$6,500",Total amount = Principal + Interest = 5000 + (5000 * 0.10 * 3) = 5000 + 1500 = $6500.,"Solve the following math problem: A loan of $5,000 is paid back with an annual interest rate of 10% after 3 years. What is the total amount paid back?
Answer: To solve this problem, we need to calculate the total amount paid back, including the principal amount and the interest.

Step 1: Calculate the interest amount for each year.
The interest amount for each year can be calculated using the formula: Interest = Principal x Rate x Time.
In this case, the principal amount is $5,000 and the annual interest rate is 10%. So, the interest amount for each year is:
Year 1: $5,000 x 0.10 x 1 = $500
Year 2: $5,000 x 0.10 x 1 = $500
Year 3",Interest,Hard,0.015873015873015872,0.0
386,"A rectangle has a length of 4 meters more than its width, and its area is 60 m². What are the dimensions?","Width = 6 m, Length = 10 m","Let width = x, then length = x + 4. Area = length * width = x(x + 4) = 60. Solving gives x² + 4x - 60 = 0. Factoring gives (x - 6)(x + 10) = 0, so width = 6 m.","Solve the following math problem: A rectangle has a length of 4 meters more than its width, and its area is 60 m². What are the dimensions?
Answer: Let the width be x meters. Then, the length is (x+4) meters. The area of the rectangle is (x)(x+4) = x² + 4x = 60 m². Rearranging the equation, we get x² + 4x - 60 = 0. Factoring, we have (x+10)(x-6) = 0. Since the width cannot be negative, the width is 6 meters, and the length is (6+4) = 10 meters.
The answer is width 6 meters, length 10 meters.",Algebra,Hard,0.0761904761904762,2.1148443770379256e-155
387,"If a sphere has a radius of 5 cm, what is its volume?",523.6 cm³,Volume = (4/3)πr³ = (4/3)π(5)³ = (4/3)π(125) = 523.6 cm³.,"Solve the following math problem: If a sphere has a radius of 5 cm, what is its volume?
Answer: We can use the formula for the volume of a sphere, which is V = 4/3πr^3, where r is the radius of the sphere. Substituting r = 5 cm, we get V = 4/3π(5)^3 = 523.6 cm^3. Therefore, the volume of the sphere is 523.6 cm^3.",Geometry,Hard,0.08108108108108109,6.4162308992004585e-232
388,A car travels 120 miles in 2 hours. How long will it take to travel 300 miles at the same speed?,5 hours,Speed = distance/time = 120 miles / 2 hours = 60 mph. Time = distance/speed = 300 miles / 60 mph = 5 hours.,"Solve the following math problem: A car travels 120 miles in 2 hours. How long will it take to travel 300 miles at the same speed?
Answer: To solve this problem, we can use the formula for speed, which is distance divided by time. We know that the car's speed is 120 miles divided by 2 hours, which is 60 miles per hour. We can use this information to find the time it will take to travel 300 miles. We can set up the equation: 

300 miles / 60 miles per hour = x hours 

Simplifying the equation, we get: 

5 hours = x 

Therefore, it will take the car 5 hours to travel 300 miles at the same speed.
The answer is 5 hours.",Distance-Rate-Time,Hard,0.032,1.5898157314688723e-155
389,"A family buys a house for $250,000 and sells it for a 10% profit. What is the selling price?","$275,000","Selling price = Purchase price + (0.10 * Purchase price) = 250000 + 25000 = $275,000.","Solve the following math problem: A family buys a house for $250,000 and sells it for a 10% profit. What is the selling price?
Answer: To find the selling price, we need to add the profit to the original cost of the house. The profit is 10% of the cost, which is:
$250,000 x 0.10 = $25,000
So the selling price is:
$250,000 + $25,000 = $275,000
Therefore, the answer is $275,000.",Profit and Loss,Hard,0.05063291139240507,6.2542494559645334e-232
390,The sum of the first 10 positive integers is what?,55,Sum = n(n + 1) / 2; Sum = 10(10 + 1) / 2 = 10(11) / 2 = 55.,"Solve the following math problem: The sum of the first 10 positive integers is what?
Answer: To find the sum of the first 10 positive integers, we can use the formula for the sum of an arithmetic series: S = (n/2)(a + l), where S is the sum, n is the number of terms, a is the first term, and l is the last term.

In this case, n = 10, a = 1 (the first positive integer), and l = 10 (the last positive integer).

Plugging in the values, we have:
S = (10/2)(1 + 10)
S = 5(11)
S = 55

Therefore, the sum of",Sequences,Hard,0.01923076923076923,5.6645104083792066e-232
391,A person bought a shirt for $30 and sold it for $45. What is the percent profit?,50%,Profit = Selling Price - Cost Price = 45 - 30 = 15. Percent Profit = (Profit / Cost Price) * 100 = (15 / 30) * 100 = 50%.,"Solve the following math problem: A person bought a shirt for $30 and sold it for $45. What is the percent profit?
Answer: The profit is the difference between the selling price and the cost price, which is $45 - $30 = $15. The percent profit is calculated by dividing the profit by the cost price and multiplying by 100: ($15/$30) x 100 = 50%. Therefore, the person made a 50% profit.",Profit and Loss,Hard,0.028169014084507043,6.2542494559645334e-232
392,"If the radius of a circle is doubled, how does the area change?",It quadruples.,"Area = πr². If r is doubled, Area = π(2r)² = π(4r²) = 4(πr²), so the area quadruples.","Solve the following math problem: If the radius of a circle is doubled, how does the area change?
Answer: When the radius of a circle is doubled, the area of the circle is quadrupled.",Geometry,Hard,0.05555555555555555,0.0
393,A train travels 120 miles in 2 hours. How long will it take to travel 300 miles?,5 hours,Speed = Distance / Time = 120 miles / 2 hours = 60 mph. Time = Distance / Speed = 300 miles / 60 mph = 5 hours.,"Solve the following math problem: A train travels 120 miles in 2 hours. How long will it take to travel 300 miles?
Answer: To solve this problem, we need to use the formula: distance = rate x time. We know the distance (300 miles) and the rate (120 miles/2 hours = 60 miles/hour), so we can find the time it will take to travel 300 miles.
distance = rate x time
300 = 60t
t = 5
Therefore, it will take 5 hours to travel 300 miles. The answer is 5.",Distance-Rate-Time,Hard,0.044444444444444446,1.864699005416488e-155
394,"The area of a rectangle is 48 cm², and its length is 8 cm. What is the width?",6 cm,"Area = Length × Width. So, Width = Area / Length = 48 cm² / 8 cm = 6 cm.","Solve the following math problem: The area of a rectangle is 48 cm², and its length is 8 cm. What is the width?
Answer: To find the width of the rectangle, we can use the formula for the area of a rectangle, which is length multiplied by width.

Given that the area is 48 cm² and the length is 8 cm, we can substitute these values into the formula:

48 = 8 * width

To solve for the width, we need to isolate the variable. We can do this by dividing both sides of the equation by 8:

48/8 = width

Simplifying, we get:

6 = width

Therefore, the width of the rectangle is 6 cm.

The answer is 6 cm.",Geometry,Hard,0.03333333333333333,5.493030127324876e-232
395,A bag contains 4 red balls and 6 blue balls. What is the probability of drawing a red ball?,0.4,Total balls = 4 + 6 = 10. Probability of red = Number of red balls / Total balls = 4/10 = 0.4.,"Solve the following math problem: A bag contains 4 red balls and 6 blue balls. What is the probability of drawing a red ball?
Answer: There are a total of 10 balls in the bag, 4 of which are red. The probability of drawing a red ball can be calculated as the ratio of the number of red balls to the total number of balls, which is:

Probability of drawing a red ball = 4/10 = 2/5

Therefore, the probability of drawing a red ball is 2/5.",Probability,Hard,0.022222222222222223,0.0
396,"If a car's value decreases by 25% every year, what will it be worth after 2 years if it was originally worth $20,000?","$11,250",Value after 1 year = 20000 * 0.75 = 15000. Value after 2 years = 15000 * 0.75 = 11250.,"Solve the following math problem: If a car's value decreases by 25% every year, what will it be worth after 2 years if it was originally worth $20,000?
Answer: After the first year, the car's value will decrease by 25% of $20,000, which is $5,000, leaving it with a value of $15,000. After the second year, the car's value will decrease by 25% of $15,000, which is $3,750, leaving it with a value of $11,250. Therefore, the car will be worth $11,250 after 2 years.",Exponential Decay,Hard,0.04081632653061225,6.00003235250667e-232
397,A car travels 150 miles at 60 mph and then 75 miles at 30 mph. What is the average speed for the entire trip?,45 mph,Time for first part = 150/60 = 2.5 hours; Time for second part = 75/30 = 2.5 hours. Total distance = 150 + 75 = 225 miles; Total time = 2.5 + 2.5 = 5 hours. Average speed = 225/5 = 45 mph.,"Solve the following math problem: A car travels 150 miles at 60 mph and then 75 miles at 30 mph. What is the average speed for the entire trip?
Answer: To find the average speed, we need to calculate the total distance traveled and the total time taken. 

Total distance = 150 + 75 = 225 miles 

Time taken for the first part of the trip = Distance / Speed = 150 / 60 = 2.5 hours 

Time taken for the second part of the trip = Distance / Speed = 75 / 30 = 2.5 hours 

Total time taken = 2.5 + 2.5 = 5 hours 

Average speed = Total distance / Total time taken = 225 / 5 = 45 mph",Distance-Rate-Time,Hard,0.037037037037037035,1.6027414880952336e-155
398,"If the sum of two numbers is 30 and their difference is 10, what are the numbers?",20 and 10,"Let x and y be the two numbers. x + y = 30 and x - y = 10. Adding the equations gives 2x = 40, so x = 20. Substituting back, y = 30 - 20 = 10.","Solve the following math problem: If the sum of two numbers is 30 and their difference is 10, what are the numbers?
Answer: Let x be the larger number and y be the smaller number. We can set up two equations based on the given information:
x + y = 30
x - y = 10
We can solve for x by adding the two equations together:
2x = 40
x = 20
Now we can substitute x = 20 into either equation to solve for y:
20 + y = 30
y = 10
Therefore, the two numbers are 20 and 10.",Algebra,Hard,0.0625,1.9390686291587916e-155
399,"If a recipe calls for 4 cups of flour for 12 cookies, how many cups of flour are needed for 30 cookies?",10 cups,Flour per cookie = 4 cups / 12 cookies = 1/3 cup. For 30 cookies: 30 * (1/3) = 10 cups.,"Solve the following math problem: If a recipe calls for 4 cups of flour for 12 cookies, how many cups of flour are needed for 30 cookies?
Answer: First, we need to set up a proportion: $\frac{4}{12}=\frac{x}{30}$, where $x$ is the number of cups of flour needed for 30 cookies. To solve for $x$, we can cross-multiply and simplify: $4\times 30=12\times x$, which gives us $x=10$. Therefore, 10 cups of flour are needed for 30 cookies.",Proportion,Hard,0.04545454545454545,2.0415546064699227e-155
400,"A rectangular prism has a length of 5 cm, a width of 4 cm, and a height of 3 cm. What is its volume?",60 cm³,Volume = Length × Width × Height = 5 cm × 4 cm × 3 cm = 60 cm³.,"Solve the following math problem: A rectangular prism has a length of 5 cm, a width of 4 cm, and a height of 3 cm. What is its volume?
Answer: The volume of a rectangular prism is the product of its length, width, and height. Therefore, the volume of this rectangular prism is 5 cm x 4 cm x 3 cm = 60 cubic centimeters. The answer is 60 cubic centimeters.",Geometry,Hard,0.02777777777777778,6.276156094153475e-232
401,"The total cost for 3 shirts and 2 pairs of pants is $120. If a shirt costs $20, what is the cost of a pair of pants?",$30,"Let cost of pants = p. Total cost = 3(20) + 2p = 120. Solving gives 60 + 2p = 120; thus, 2p = 60, so p = 30.","Solve the following math problem: The total cost for 3 shirts and 2 pairs of pants is $120. If a shirt costs $20, what is the cost of a pair of pants?
Answer: Let the cost of a pair of pants be $x. Then we can write the equation:
3($20) + 2($x) = $120
Simplifying the equation, we get:
$60 + $2x = $120
Subtracting $60 from both sides, we get:
$2x = $60
Dividing both sides by 2, we get:
x = $30
Therefore, the cost of a pair of pants is $30. The answer is $30.",Algebra,Hard,0.021052631578947368,5.7903098553232356e-232
402,"A family earns $80,000 a year and spends $60,000. What is their savings rate?",25%,Savings = Income - Spending = 80000 - 60000 = 20000. Savings rate = Savings / Income = 20000 / 80000 = 0.25 or 25%.,"Solve the following math problem: A family earns $80,000 a year and spends $60,000. What is their savings rate?
Answer: To find the savings rate, we need to divide the amount saved by the amount earned and multiply by 100 to get a percentage. 
Amount saved = Amount earned - Amount spent
Amount saved = $80,000 - $60,000
Amount saved = $20,000
Savings rate = (Amount saved / Amount earned) x 100%
Savings rate = ($20,000 / $80,000) x 100%
Savings rate = 0.25 x 100%
Savings rate = 25%
Therefore",Percentage Problems,Hard,0.02247191011235955,5.898586811762746e-232
403,"If the sum of the angles in a triangle is 180 degrees and two angles are 70 degrees and 60 degrees, what is the third angle?",50 degrees,Third angle = 180 - (70 + 60) = 50 degrees.,"Solve the following math problem: If the sum of the angles in a triangle is 180 degrees and two angles are 70 degrees and 60 degrees, what is the third angle?
Answer: We know that the sum of the angles in a triangle is 180 degrees. Let x be the third angle. Then we can write the equation:
70 + 60 + x = 180
Simplifying the left side, we get:
130 + x = 180
Subtracting 130 from both sides, we get:
x = 50
Therefore, the third angle is 50 degrees. The answer is 50 degrees.",Geometry,Hard,0.042553191489361694,6.885877678021066e-232
404,"If a laptop originally costs $800 and is on sale for 25% off, what is the sale price?",$600,Discount = 0.25 * 800 = 200. Sale price = 800 - 200 = 600.,"Solve the following math problem: If a laptop originally costs $800 and is on sale for 25% off, what is the sale price?
Answer: To find the sale price of the laptop, we need to subtract the discount from the original price. The discount is 25% of $800, which is $200. So, the sale price is $800 - $200 = $600. Therefore, the sale price of the laptop is $600.",Discount,Hard,0.028985507246376812,0.0
405,"A person invests $1,200 at an annual interest rate of 5% compounded annually. How much will the investment be worth after 3 years?","$1,386.08",A = P(1 + r)^t = 1200(1 + 0.05)^3 = 1200(1.157625) ≈ 1386.08.,"Solve the following math problem: A person invests $1,200 at an annual interest rate of 5% compounded annually. How much will the investment be worth after 3 years?
Answer: To solve this problem, we can use the compound interest formula: A = P(1 + r/n)^(nt), where A is the future value of the investment, P is the principal amount, r is the annual interest rate, n is the number of times the interest is compounded per year, t is the number of years.

In this case, P = $1,200, r = 0.05, n = 1 (compounded annually), and t = 3 years.

A = 1200(1 + 0.05/1)^(1*3)
A = 1200(1 + 0.0",Compound Interest,Hard,0.01694915254237288,0.0
406,"A man can complete a work task in 12 hours. If he works for 5 hours and then another person takes over and finishes the task in 7 hours, how long would it take the second person to complete the entire task alone?",8 hours,"Work done by man in 5 hours = 5/12 of the task. Remaining work = 1 - (5/12) = 7/12. If second person finishes it in 7 hours, then his rate = (7/12)/7 = 1/12. Therefore, he can complete the task in 12 hours.","Solve the following math problem: A man can complete a work task in 12 hours. If he works for 5 hours and then another person takes over and finishes the task in 7 hours, how long would it take the second person to complete the entire task alone?
Answer: Let's assume that the second person can complete the task alone in x hours.

In 1 hour, the first person can complete 1/12 of the task, and in 5 hours, he can complete 5/12 of the task. The remaining portion of the task is 1 - 5/12 = 7/12.

Since the second person can complete the task alone in x hours, in 1 hour, he can complete 1/x of the task. Therefore, in 7 hours, he can complete 7/x of the task.

According to the problem, the sum of the portions completed by the first and second person is equal to",Work and Time,Hard,0.012738853503184712,5.205776382759895e-232
407,"The ages of Alice and Bob are in the ratio 3:4. If the sum of their ages is 35, what are their ages?","Alice is 15, Bob is 20.","Let Alice's age = 3x and Bob's age = 4x. Then, 3x + 4x = 35 gives 7x = 35, so x = 5. Hence, Alice's age = 15 and Bob's age = 20.","Solve the following math problem: The ages of Alice and Bob are in the ratio 3:4. If the sum of their ages is 35, what are their ages?
Answer: Let's assume that Alice's age is 3x and Bob's age is 4x. According to the given information, the sum of their ages is 35, so we can write the equation as:
3x + 4x = 35
Combining like terms, we get:
7x = 35
Dividing both sides of the equation by 7, we find:
x = 5
Substituting the value of x back into the expressions for Alice's and Bob's ages, we get:
Alice's age = 3 * 5 = 15
Bob's age = 4 * 5 =",Ratio and Proportion,Hard,0.06611570247933884,7.833878940233208e-232
408,"If a plane travels 600 miles in 1.5 hours, what is its average speed in miles per hour?",400 mph,Average speed = Total distance / Total time = 600 miles / 1.5 hours = 400 mph.,"Solve the following math problem: If a plane travels 600 miles in 1.5 hours, what is its average speed in miles per hour?
Answer: To find the average speed, we divide the distance traveled by the time taken. So, the average speed of the plane is:
$$\frac{600 \text{ miles}}{1.5 \text{ hours}} = 400 \text{ miles per hour}$$
Therefore, the answer is 400 miles per hour.",Distance-Rate-Time,Hard,0.028571428571428574,6.4162308992004585e-232
409,A store sells a pair of shoes for $60 after a 20% discount. What was the original price?,$75,"Let the original price be x. After a 20% discount, the price = 0.8x = 60. So, x = 60/0.8 = 75.","Solve the following math problem: A store sells a pair of shoes for $60 after a 20% discount. What was the original price?
Answer: Let the original price be $x$. The discount is 20% of the original price, so the discounted price is $x - 0.2x = 0.8x$. We know that the discounted price is $60, so we can set up the equation:
$$0.8x = 60$$
Solving for $x$, we get:
$$x = \frac{60}{0.8} = 75$$
Therefore, the original price was $75.
The answer is $75.",Discount,Hard,0.022727272727272724,0.0
410,A farmer has 300 apples and wants to pack them in boxes of 12. How many full boxes can he make?,25 boxes,Number of full boxes = Total apples / Apples per box = 300 / 12 = 25.,"Solve the following math problem: A farmer has 300 apples and wants to pack them in boxes of 12. How many full boxes can he make?
Answer: To solve the problem, we need to divide the total number of apples by the number of apples in each box. 

300 ÷ 12 = 25

Therefore, the farmer can make 25 full boxes of apples. The answer is 25.",Division,Hard,0.059701492537313446,7.572636698440724e-232
411,"If the perimeter of a square is 40 cm, what is the length of one side?",10 cm,"Perimeter = 4 × side. So, side = 40/4 = 10 cm.","Solve the following math problem: If the perimeter of a square is 40 cm, what is the length of one side?
Answer: Let's start by using the formula for the perimeter of a square:
Perimeter = 4s, where s is the length of one side.
We know that the perimeter is 40 cm, so we can substitute this value into the formula:
40 = 4s
To solve for s, we need to isolate it on one side of the equation. We can do this by dividing both sides by 4:
40/4 = s
10 = s
Therefore, the length of one side of the square is 10 cm.",Geometry,Hard,0.037037037037037035,5.65135233948518e-232
412,"A bike costs $400. If it depreciates by 15% each year, what will its value be after 3 years?",$273.48,Value = 400(1 - 0.15)^3 = 400(0.85)^3 ≈ 273.48.,"Solve the following math problem: A bike costs $400. If it depreciates by 15% each year, what will its value be after 3 years?
Answer: First, we need to find the value of the bike after each year of depreciation. After the first year, the value of the bike will be 85% of its original price:
$400 x 0.85 = $340
After the second year, the value of the bike will be 85% of its value after the first year:
$340 x 0.85 = $289
After the third year, the value of the bike will be 85% of its value after the second year:
$289 x 0.85 = $246.05
Therefore, the value of the",Exponential Decay,Hard,0.0,0.0
413,The sum of three consecutive integers is 81. What are the integers?,"26, 27, and 28","Let the integers be x, x+1, x+2. Then, x + (x + 1) + (x + 2) = 81. This simplifies to 3x + 3 = 81, thus 3x = 78, giving x = 26.","Solve the following math problem: The sum of three consecutive integers is 81. What are the integers?
Answer: Let x be the first of the three consecutive integers. Then the next two integers are x + 1 and x + 2. We know that the sum of these three integers is 81, so we can write an equation:
x + (x + 1) + (x + 2) = 81
Simplifying and solving for x, we get:
3x + 3 = 81
3x = 78
x = 26
Therefore, the three consecutive integers are 26, 27, and 28. The answer is 26, 27, 28.",Algebra,Hard,0.08333333333333333,5.955719397770549e-79
414,"A company has a fixed cost of $50,000 and a variable cost of $10 per unit. If they produce 5,000 units, what is the total cost?","$100,000",Total cost = Fixed cost + (Variable cost * Number of units) = 50000 + (10 * 5000) = 100000.,"Solve the following math problem: A company has a fixed cost of $50,000 and a variable cost of $10 per unit. If they produce 5,000 units, what is the total cost?
Answer: To find the total cost, we need to add the fixed cost and the variable cost. The fixed cost is $50,000. The variable cost is $10 per unit, and since they produced 5,000 units, the variable cost is $10 x 5,000 = $50,000. Therefore, the total cost is $50,000 + $50,000 = $100,000.
The answer is $100,000.",Cost Analysis,Hard,0.04081632653061225,0.0
415,"A rectangle has a width that is 2 cm less than its length. If its area is 24 cm², what are the dimensions?","Length = 6 cm, Width = 4 cm","Let length = x, then width = x - 2. Area = length * width = x(x - 2) = 24. Solving gives x² - 2x - 24 = 0. Factoring gives (x - 6)(x + 4) = 0, so x = 6 (width = 4).","Solve the following math problem: A rectangle has a width that is 2 cm less than its length. If its area is 24 cm², what are the dimensions?
Answer: Let's call the length of the rectangle ""L"" and its width ""W"". We know that W = L - 2 and that the area of the rectangle is 24 cm². We can use the formula for the area of a rectangle, which is A = LW, to create an equation:
24 = L(L - 2)
Expanding the brackets, we get:
24 = L² - 2L
Moving all the terms to one side, we get:
L² - 2L - 24 = 0
Now we can solve for L using the quadratic formula:
L = (-(-2) ± sqrt((-2",Algebra,Hard,0.06557377049180328,7.170693076019232e-232
416,"If a store sells 120 shirts in January and 150 shirts in February, what is the percent increase in sales?",25%,Increase = 150 - 120 = 30. Percent increase = (30 / 120) * 100 = 25%.,"Solve the following math problem: If a store sells 120 shirts in January and 150 shirts in February, what is the percent increase in sales?
Answer: To find the percent increase in sales, we need to calculate the difference between the two values and then divide that by the original value. 
The difference between the two values is 150 - 120 = 30. 
The original value is 120. 
So, the percent increase is (30/120) x 100% = 25%. 
Therefore, the answer is 25%.",Percentage Problems,Hard,0.024390243902439022,0.0
417,A circle has a diameter of 10 cm. What is its circumference?,31.4 cm,Circumference = πd = π(10) ≈ 31.4 cm.,"Solve the following math problem: A circle has a diameter of 10 cm. What is its circumference?
Answer: The formula for the circumference of a circle is $C = \pi d$, where $d$ is the diameter. Plugging in the given value, we get $C = \pi (10) = 10\pi$ cm. Therefore, the circumference of the circle is $10\pi$ cm.",Geometry,Hard,0.03278688524590164,0.0
418,"If you buy 3 pounds of apples at $2.50 per pound and 2 pounds of bananas at $1.50 per pound, what is the total cost?",$10.50,Cost of apples = 3 * 2.50 = 7.50; Cost of bananas = 2 * 1.50 = 3.00. Total cost = 7.50 + 3.00 = 10.50.,"Solve the following math problem: If you buy 3 pounds of apples at $2.50 per pound and 2 pounds of bananas at $1.50 per pound, what is the total cost?
Answer: To find the total cost, we need to multiply the weight of each fruit by its price per pound and then add the two products. 

The cost of 3 pounds of apples is 3 x $2.50 = $7.50. 

The cost of 2 pounds of bananas is 2 x $1.50 = $3. 

Therefore, the total cost is $7.50 + $3 = $10.50. 

The answer is $10.50.",Shopping,Hard,0.0392156862745098,0.0
