question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
536,A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?,3:2,Ratio = 12:8 = 3:2.,"Solve the following math problem: A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?
Answer: x : y = 3:2

A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?
Answer: x : y = 3:2

A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?
Answer: x : y = 3:2

<strong><em><u>Question</u></em></strong>: A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?

<strong><em><u>Answer</u></em></strong>: x : y = 3:2

A class of students is made up of 12 boys and",Ratio and Proportion,Medium,0.029629629629629624,5.448548490014436e-232
537,A bottle can hold 1.5 liters of water. How many bottles are needed to hold 12 liters of water?,8 bottles,Bottles needed = 12 liters / 1.5 liters/bottle = 8 bottles.,"Solve the following math problem: A bottle can hold 1.5 liters of water. How many bottles are needed to hold 12 liters of water?
Answer: _____ bottles

<strong>Solution:</strong>

To solve this problem you need to divide 12 by 1.5. The result will be the number of bottles required to hold 12 liters.

$12 \div 1.5=8$

8 bottles are required to hold 12 liters of water.",Basic Arithmetic,Easy,0.05555555555555556,2.208799940665833e-155
538,"If the sum of three consecutive integers is 48, what are the integers?","15, 16, and 17","Let the integers be x, x+1, x+2; Then x + (x+1) + (x+2) = 48; 3x + 3 = 48; 3x = 45; x = 15.","Solve the following math problem: If the sum of three consecutive integers is 48, what are the integers?
Answer: 

Find the value of <strong>a</strong> and <strong>b</strong> such that <strong>v</strong> is perpendicular to <strong>w</strong>.

Find the value of <strong>a</strong> and <strong>b</strong> such that <strong>v</strong> is perpendicular to <strong>w</strong>.

Find the value of <strong>a</strong> and <strong>b</strong> such that <strong>v</strong> is perpendicular to <strong>w</strong>.

Find the value of <strong>a</strong> and <strong>b</strong> such that <strong>v</strong> is perpendicular to <strong>w</strong>.

Find the value of <strong>a</strong> and <strong>b</strong> such that <strong>v</strong> is perpendicular to <strong>w</strong>.

Find the value of <strong>a</strong>",Algebra,Hard,0.014285714285714287,5.8509496409345615e-232
539,"If an item originally costs $120 and is on sale for 15% off, what is the sale price?",$102,Discount = 0.15 * 120 = 18; Sale price = 120 - 18 = 102.,"Solve the following math problem: If an item originally costs $120 and is on sale for 15% off, what is the sale price?
Answer: $102
How many ways can you combine 3 numbers to get a total of 15? 
Answer: 5 ways
If you had 27500 coins and you wanted to get rid of all of them in one shot, what would be the best way to do that?
Answer: Make a tower of 27500 coins and push it off the edge.
What is the area of a circle with a radius of 5?
Answer: 78.5",Discount,Medium,0.020408163265306124,5.820234933757166e-232
540,"If x + 5 = 12, what is the value of x?",7,x = 12 - 5 = 7.,"Solve the following math problem: If x + 5 = 12, what is the value of x?
Answer: x = _____

The sum of the digits of a two-digit number is 9. Reversing the digits decreases the number by 27. What is the two-digit number?
Answer: The two-digit number is _____

Find the greatest two-digit number that when divided by 9 leaves a remainder of 7.
Answer: The greatest two-digit number is _____

Find the smallest number that when divided by 4, 6, 9 and 12 leaves a remainder of 2 in each case.
Answer: The smallest number is _____

Find a two-digit number such that the product of its digits is 12 and the product of its digits is 1 greater than the",Algebra,Easy,0.01612903225806452,0.0
541,A farmer has a rectangular field measuring 40 meters by 30 meters. What is the area of the field?,1200 m²,Area = length × width = 40 × 30 = 1200 m².,"Solve the following math problem: A farmer has a rectangular field measuring 40 meters by 30 meters. What is the area of the field?
Answer:  meters.

The answer is 1200.

A rectangular piece of land has an area of 3200 square yards. If its length is 80 yards, what is its width in meters?
(1 yard = 0.9144 meters)
Answer:  meters.

Answer:  

Find the sum of all positive integers such that the sum of its digits is 12.
Answer:

Find the sum of all positive integers less than 1000 that are multiples of 2, 3, and 5.
Answer:  

The sum of two numbers is 316. The larger number is 24 more than 7",Geometry,Easy,0.017391304347826087,0.0
542,"A class has 30 students, and 18 are girls. What fraction of the class is boys?",2/5,Boys = 30 - 18 = 12; Fraction of boys = 12/30 = 2/5.,"Solve the following math problem: A class has 30 students, and 18 are girls. What fraction of the class is boys?
Answer:

The total number of boys in the class is 12. What is the fraction of girls in the class? Answer:

Solve the following math problem: A class has 30 students, and 18 are girls. What fraction of the class is boys?
Answer:

The total number of boys in the class is 12. What is the fraction of girls in the class? Answer:

Solve the following math problem: A class has 30 students, and 18 are girls. What fraction of the class is boys?
Answer:

The total number of boys in the class is 12. What is the fraction of girls in the class? Answer:

Solve the following math problem",Fractions,Medium,0.0,0.0
543,"If you score 80 points on a test and the average score is 100, what is the percentage of your score compared to the average?",80%,Percentage = (80/100) * 100 = 80%.,"Solve the following math problem: If you score 80 points on a test and the average score is 100, what is the percentage of your score compared to the average?
Answer:
Percentage = ( 80 / 100 ) * 100 = 80%

So now, if you have a number of points, you want to know how many points it is of the total.
For example
You have 200 points and you want to know how many points is it of 500 points.
Answer:
Percentage = ( 200 / 500 ) * 100 = 40%

A similar method can be applied to know the percentage of a number.
For example
You want to know 20% of 500 points.
Answer:
Percentage = ( 20 / 1",Percentage,Easy,0.018181818181818184,5.4595004015312194e-232
544,A triangle has a height of 10 cm and a base of 6 cm. What is its area?,30 cm²,Area = 1/2 × base × height = 1/2 × 6 × 10 = 30 cm².,"Solve the following math problem: A triangle has a height of 10 cm and a base of 6 cm. What is its area?
Answer: The area of the triangle is ____cm^2.",Geometry,Easy,0.058823529411764705,0.0
545,"A group of friends bought a pizza for $30 and shared it equally. If there are 5 friends, how much does each friend pay?",$6,Cost per friend = Total cost / Number of friends = 30 / 5 = $6.,"Solve the following math problem: A group of friends bought a pizza for $30 and shared it equally. If there are 5 friends, how much does each friend pay?
Answer: Each friend pays $6.
To solve this problem, we need to divide the total cost of the pizza by the number of friends:
$30 ÷ 5 = $6
Therefore, each friend pays $6.",Basic Arithmetic,Easy,0.03225806451612903,6.466558133769387e-232
546,"If the price of a shirt is $40 and there is a 20% discount, what is the final price?",$32,Discount = 0.20 * 40 = 8; Final price = 40 - 8 = 32.,"Solve the following math problem: If the price of a shirt is $40 and there is a 20% discount, what is the final price?
Answer: The final price of the shirt is $32.
Solve the following math problem: If a restaurant charges $15 for a meal and there is an 8% tax, what is the total cost of the meal?
Answer: The total cost of the meal is $16.20.
Solve the following math problem: If a car travels 500 miles and it takes 10 gallons of gas, what is the gas mileage of the car?
Answer: The gas mileage of the car is 50 miles per gallon.


Step 2
2 of 4

We are going to find the percentage of the amount of tax and the amount of tip.

To find the percentage of tax",Discount,Medium,0.014598540145985401,0.0
547,"If a recipe requires 2 tablespoons of sugar for each cookie and you make 24 cookies, how many tablespoons of sugar do you need?",48 tablespoons,Total sugar = 2 tablespoons/cookie * 24 cookies = 48 tablespoons.,"Solve the following math problem: If a recipe requires 2 tablespoons of sugar for each cookie and you make 24 cookies, how many tablespoons of sugar do you need?
Answer:

Suppose the speed of light is 20 m/s. If a light flash occurs at a point 2000 m away from the observer, how long will it take the observer to see the flash?
Answer:

A person whose height is 1.8 m is walking away from a 5 meter high lamp post at a speed of 1.2 m/s. How fast is the person's shadow growing?
Answer:

Solve the following math problem: You are baking cookies and the recipe says to cook them for 8 minutes, but you need to bake 6 batches of cookies. If you do not want to bake them all at once, how long will it take to bake all the",Proportions,Medium,0.013333333333333332,5.268346297959702e-232
548,"A pool is filled with water at a rate of 200 liters per hour. How much time will it take to fill the pool with 1,000 liters of water?",5 hours,"Time = Total volume / Rate = 1,000 liters / 200 liters/hour = 5 hours.","Solve the following math problem: A pool is filled with water at a rate of 200 liters per hour. How much time will it take to fill the pool with 1,000 liters of water?
Answer: The pool will be filled in hours.",Basic Arithmetic,Easy,0.04444444444444444,0.0
549,"If a bicycle costs $300 and the sales tax is 8%, what is the total cost?",$324,Sales tax = 0.08 * 300 = 24; Total cost = 300 + 24 = 324.,"Solve the following math problem: If a bicycle costs $300 and the sales tax is 8%, what is the total cost?
Answer: The total cost is $324.

Next, we need to determine the percent of the cost that is sales tax. To do this, we can subtract the original cost of the bicycle from the total cost and then divide that number by the original cost. The result will give us the percent of the total cost that is sales tax.

Percent of sales tax = (Total cost - Original cost) / Original cost

Percent of sales tax = ($324 - $300) / $300

Percent of sales tax = $24 / $300

Percent of sales tax = 0.08 or 8%

Therefore, the percent of the cost that is sales tax is 8",Tax,Medium,0.016,0.0
550,"If the area of a square is 64 cm², what is the length of one side?",8 cm,Area = side²; Side = √64 = 8 cm.,"Solve the following math problem: If the area of a square is 64 cm², what is the length of one side?
Answer: The length of one side is ___ cm.

Answer: 8cm

Write a paragraph about yourself in French.
Answer: [Your paragraph in French]

Write a paragraph about yourself in French.
Answer: [Your paragraph in French]

Write a short paragraph about your family in French.
Answer: [Your paragraph in French]

Find out the average of the following numbers: 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46,",Geometry,Medium,0.020833333333333336,0.0
551,"A tank can be filled by one pipe in 3 hours and by another pipe in 5 hours. If both pipes are opened together, how long will it take to fill the tank?",1.5 hours,"Rate of first pipe = 1/3 tank/hour, Rate of second pipe = 1/5 tank/hour; Combined rate = 1/3 + 1/5 = 8/15 tank/hour; Time = 1 / (8/15) = 15/8 = 1.5 hours.","Solve the following math problem: A tank can be filled by one pipe in 3 hours and by another pipe in 5 hours. If both pipes are opened together, how long will it take to fill the tank?
Answer: It takes ______ hours.

A number increased by 20% of itself is 168. What is 45% of that number? Answer: The number is ______

Find the values of x and y that satisfy the following equation: 2/x+y+1/x−1=1/2. Answer: (x;y)=().

A 20-digit number is multiplied by 85. The product is a 20-digit number. What is the rightmost digit of the product? Answer: The rightmost digit is

A 120% increase in the price of petrol means that a motorist now gets 24% less petrol for his money. Inflation",Work Problems (Complex),Hard,0.029411764705882353,5.448548490014436e-232
552,"A rectangle has a perimeter of 48 cm. If its length is twice its width, what are the dimensions of the rectangle?",Width is 8 cm and length is 16 cm.,Let width = x; Then length = 2x; Perimeter = 2(length + width) = 48; 2(2x + x) = 48; 6x = 48; x = 8. Length = 16.,"Solve the following math problem: A rectangle has a perimeter of 48 cm. If its length is twice its width, what are the dimensions of the rectangle?
Answer: The width is cm and the length is cm.


Step 1
1 of 2

Let the width be $x$, then the length is $2x$. Perimeter is $48$ and according to the definition of perimeter, we have the equation:

$\begin{equation*} 48 = 2(x) + 2(2x) \end{equation*} $

Simplify:

$\begin{equation*} 48 = 2x+4x \end{equation*} $

Solve for $x$:

$\begin{equation*} x=\dfrac{48}{6} \end{equation*} $

Evaluate:

$\begin{equation*} x=8 \end{equation",Geometry,Hard,0.1272727272727273,2.9024197612372904e-155
553,"If the sum of three consecutive even integers is 54, what are the integers?","16, 18, and 20","Let the integers be x, x + 2, x + 4; Then x + (x + 2) + (x + 4) = 54; 3x + 6 = 54; 3x = 48; x = 16.","Solve the following math problem: If the sum of three consecutive even integers is 54, what are the integers?
Answer: The integers are and

Solve the following math problem: The sum of three consecutive odd integers is 117. What are the integers?
Answer: The integers are and

Solve the following math problem: The product of three consecutive integers is 2730. What are the integers?
Answer: The integers are and

Solve the following math problem: The sum of three consecutive odd integers is 117. What are the integers?
Answer: The integers are and

Solve the following math problem: The sum of three consecutive integers is 54. What are the integers?
Answer: The integers are and

Solve the following math problem: The product of three consecutive integers is 2730.",Algebra,Hard,0.015267175572519085,5.4269696562331364e-232
554,"A car's value depreciates by 15% each year. If the car was originally worth $20,000, what will its value be after 3 years?","$12,257.43","Value after 3 years = 20000 * (1 - 0.15)^3 = 20000 * (0.85)^3 = $12,257.43.","Solve the following math problem: A car's value depreciates by 15% each year. If the car was originally worth $20,000, what will its value be after 3 years?
Answer: $13,225
How do you solve this problem? I can't seem to figure out how to do this.
Use the formula a = p(1-r)^t where a = final value; p = initial value; r = rate of depreciation; t = time in years. a = 20,000(1-.15)^3 = 20,000(0.85^3) = 20,000(0.614125) = 12,282.50. The question was asking for answer rounded to the nearest dollar so take the .50 and round up to . 1",Finance,Hard,0.017543859649122806,0.0
555,"A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?",Yes,"Check using Pythagorean theorem: 7² + 24² = 49 + 576 = 625 = 25². Therefore, it is a right triangle.","Solve the following math problem: A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?
Answer:  yes/no

A triangle has sides measuring 3 cm, 4 cm, and 5 cm. Is this a right triangle?
Answer:  yes/no

A triangle has sides measuring 9 cm, 12 cm, and 15 cm. Is this a right triangle?
Answer:  yes/no

A triangle has sides measuring 12 cm, 16 cm, and 20 cm. Is this a right triangle?
Answer:  yes/no

A triangle has sides measuring 10 cm, 24 cm, and 26 cm. Is this a right triangle?
Answer:  yes/no

A triangle has sides measuring 14 cm",Geometry,Hard,0.017699115044247787,0.0
556,"A bag contains 3 red balls, 5 blue balls, and 2 green balls. If one ball is drawn at random, what is the probability it is not blue?",0.4,Total balls = 3 + 5 + 2 = 10; Non-blue balls = 3 + 2 = 5; Probability = Non-blue balls / Total balls = 5/10 = 0.4.,"Solve the following math problem: A bag contains 3 red balls, 5 blue balls, and 2 green balls. If one ball is drawn at random, what is the probability it is not blue?
Answer:
If two balls are drawn at random, what is the probability that both are red?
Answer:
If two balls are drawn at random, what is the probability that at least one of them is red?
Answer:
If two balls are drawn at random, what is the probability that at least one of them is green?
Answer:
If two balls are drawn at random, what is the probability that at least one of them is red or green?
Answer:
If two balls are drawn at random, what is the probability that one is red and one is green?
Answer:
If two balls are drawn at random, what is the probability that one is red and one is blue?
Answer:
If",Probability,Hard,0.0,0.0
557,"A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?",9 km/h,"Let the speed of the boat be x km/h. Upstream speed = (x - 2) km/h, Downstream speed = (x + 2) km/h; 15/(x - 2) + 25/(x + 2) = 5; Solve for x = 9 km/h.","Solve the following math problem: A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?
Answer: The speed of the boat in still water is km/h.

Solve the following math problem: A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?
Answer: The speed of the boat in still water is km/h.

A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?
Answer: The speed of the boat in still water is km/h.

A boat travels 15 km upstream and",Distance-Rate-Time,Hard,0.025806451612903226,0.0
558,"If the product of two consecutive integers is 272, what are the integers?",16 and 17,"Let the integers be x and x + 1; Then x(x + 1) = 272; x² + x - 272 = 0. Using the quadratic formula, x = 16, so integers are 16 and 17.","Solve the following math problem: If the product of two consecutive integers is 272, what are the integers?
Answer:
The smaller integer is:
The larger integer is:

Solve the following math problem:

If the product of two consecutive integers is 272, what are the integers?
Answer:
The smaller integer is:
The larger integer is:

Solve the following math problem:

If the product of two consecutive integers is 272, what are the integers?
Answer:
The smaller integer is:
The larger integer is:

Giúp mình với

Solve the following math problem:
If the product of two consecutive integers is 272, what are the integers?
Answer:
The smaller integer is:
The larger integer is:

Giúp mình với

<strong>Solve the following",Algebra,Hard,0.0,0.0
559,"A box contains 5 red, 7 blue, and 8 green balls. If two balls are drawn randomly, what is the probability that both balls are of different colors?",0.65,"Total ways to pick 2 balls = C(20, 2) = 190; Ways to pick 2 of the same color = C(5, 2) + C(7, 2) + C(8, 2) = 10 + 21 + 28 = 59; Different colors = 190 - 59 = 131; Probability = 131/190 = 0.65.","Solve the following math problem: A box contains 5 red, 7 blue, and 8 green balls. If two balls are drawn randomly, what is the probability that both balls are of different colors?
Answer:

Write the smallest 5-digit number that is divisible by 10, 15, and 25.
Answer:

A box contains 500 g of candies. If the weight of each candy is 20g, how many candies are there in the box?
Answer:

Find the greatest common factor (GCF) of 12, 18, and 24.
Answer:

Find the difference between the greatest 4-digit number and the smallest 5-digit number.
Answer:

Find the quotient of 33 divided by 3.
Answer:

Find the largest prime number less than 50.
Answer:

If a",Probability,Hard,0.0,0.0
560,"In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?",10 cm,Using Pythagorean theorem: Hypotenuse² = 6² + 8² = 36 + 64 = 100; Hypotenuse = √100 = 10 cm.,"Solve the following math problem: In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?
Answer: The length of the hypotenuse is cm.

Solve the following math problem: In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?
Answer: The length of the hypotenuse is cm.

In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?
Answer: The length of the hypotenuse is ... cm.

In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?
Answer: The length of the hypotenuse is ... cm.

In a",Geometry,Hard,0.01492537313432836,5.354662760929083e-232
561,A train travels 120 km at a speed of 60 km/h and then returns at a speed of 90 km/h. What is the average speed for the entire journey?,72 km/h,Time for outbound = 120 km / 60 km/h = 2 hours; Time for return = 120 km / 90 km/h = 1.33 hours; Total distance = 240 km; Total time = 2 + 1.33 = 3.33 hours; Average speed = Total distance / Total time = 240 / 3.33 = 72 km/h.,"Solve the following math problem: A train travels 120 km at a speed of 60 km/h and then returns at a speed of 90 km/h. What is the average speed for the entire journey?
Answer:
The average speed for the entire journey is $\dfrac{1080}{25}$ km/h

Solve the following math problem: A train travels 120 km at a speed of 60 km/h and then returns at a speed of 90 km/h. What is the average speed for the entire journey?
Answer:
The average speed for the entire journey is $\dfrac{1080}{25}$ km/h

Solve the following math problem: A train travels 120 km at a speed of 60 km/h and then returns at a speed of 90 km/h. What is the average speed for the entire journey?
Answer:",Distance-Rate-Time,Hard,0.02857142857142857,5.448548490014436e-232
562,"The sum of three times a number and four times another number is 24. If the second number is 2 more than the first, what are the numbers?","First number: 4, Second number: 6","Let the first number be x and the second number be y; y = x + 2; 3x + 4y = 24; Substitute: 3x + 4(x + 2) = 24; Solve for x = 4, y = 6.","Solve the following math problem: The sum of three times a number and four times another number is 24. If the second number is 2 more than the first, what are the numbers?
Answer:
The first number is 
and the second number is 

<strong>Câu 1:</strong>
Solve the following math problem: The sum of three times a number and four times another number is 24. If the second number is 2 more than the first, what are the numbers?
Answer:
The first number is  and the second number is 

<strong>Câu 2:</strong>
Find the value of such that 2001x is a multiple of 9.
Answer: 

<strong>Câu 3:</strong>
Find the value of 6x + 18y + 12 + 25y if 3x + 15y = 29.",Systems of Equations,Hard,0.06060606060606061,0.0
563,"A sum of money is divided among three people such that the first person receives $20 more than the second, and the second person receives $10 more than the third. If the total amount is $210, how much does each person receive?","First: $90, Second: $70, Third: $50",Let third person receive x; Second receives x + 10; First receives (x + 10) + 20 = x + 30; Total: x + (x + 10) + (x + 30) = 210; 3x + 50 = 210; x = 50.,"Solve the following math problem: A sum of money is divided among three people such that the first person receives $20 more than the second, and the second person receives $10 more than the third. If the total amount is $210, how much does each person receive?
Answer: Person 1 received $ ____
Person 2 received $ ____
Person 3 received $ ____",Algebra,Hard,0.09523809523809525,0.0
564,A computer costs $800 and depreciates in value by 10% each year. What will its value be after 4 years?,$585.77,Value after 4 years = 800 * (1 - 0.10)^4 = 800 * (0.9)^4 = $585.77.,"Solve the following math problem: A computer costs $800 and depreciates in value by 10% each year. What will its value be after 4 years?
Answer:

$576

$800

$8000

$5760

$2688",Finance,Hard,0.0,0.0
565,"If 5 workers can complete a job in 10 days, how many days will it take for 8 workers to complete the same job?",6.25 days,Work done by 5 workers in 10 days = 5 * 10 = 50 worker-days; 8 workers' rate = 8 workers; Days taken = 50 / 8 = 6.25 days.,"Solve the following math problem: If 5 workers can complete a job in 10 days, how many days will it take for 8 workers to complete the same job?
Answer:  days

In a class, there are 18 students who are good at Math and 15 students who are good at English. 4 students who are good at Math are also good at English.

One student is selected at random from this class.

1. Find the probability that the selected student is good at Math and also good at English.
2. Find the probability that the selected student is not good at Math or not good at English.

Find the value of x if:

$3\sqrt{x}=15$

Solve the following math problem:

If the first, second and last terms of an arithmetic progression are $a, 4a, 62$ respectively, find the",Work Problems,Hard,0.013986013986013986,5.325105075896282e-232
566,"The difference between two numbers is 20, and their product is 96. What are the numbers?",16 and 36,Let the numbers be x and y; x - y = 20; xy = 96; Substitute y = x - 20 into xy = 96: x(x - 20) = 96; Solve to get x = 36 and y = 16.,"Solve the following math problem: The difference between two numbers is 20, and their product is 96. What are the numbers?
Answer: The two numbers are:
(a)
(b)
(10 points)

The first two digits of a four-digit number are the same. The last two digits are the same. The number is divisible by 9. The sum of all four digits is 14. What is the four-digit number?
Answer: The four-digit number is:
(10 points)

In a circle of radius 12 cm, two parallel chords of lengths 16 cm and 10 cm are drawn. How far are these chords from the center of the circle?
Answer: The chords are cm away from the center of the circle.
(10 points)

A square and",Systems of Equations,Hard,0.031496062992125984,6.532350510338584e-232
567,"In a triangle, the lengths of two sides are 7 cm and 10 cm. What is the range of possible lengths for the third side?",3 cm < third side < 17 cm,The length of the third side must be less than the sum and greater than the difference of the other two sides: |10 - 7| < third side < 10 + 7.,"Solve the following math problem: In a triangle, the lengths of two sides are 7 cm and 10 cm. What is the range of possible lengths for the third side?
Answer: cm.

The first term of an arithmetic progression is 200 and the common difference is -5. Find the first term that is less than 100.
Answer:

The sum of two numbers is 29. The first number is 5 less than twice the second number. What is the smaller number?
Answer:

What is the first term of an arithmetic progression whose 4th term is 7 and 8th term is 15?
Answer:

In the sum of two positive integers, the digits of the tens and units are reversed if the digits are interchanged. If the two integers are interchanged, the sum of the two numbers will increase by 27. Find",Geometry,Hard,0.05517241379310344,6.309749565643163e-232
568,A 20% increase followed by a 20% decrease results in what percentage change from the original value?,4% decrease,Let original value = 100; After 20% increase = 120; After 20% decrease = 120 - 24 = 96; Percentage change = (100 - 96) / 100 * 100 = 4% decrease.,"Solve the following math problem: A 20% increase followed by a 20% decrease results in what percentage change from the original value?
Answer: 3.84%.

So, the percentage change in the value is 4%.

(Original value) * (1 + 20%) * (1 - 20%) = 0.96 (original value) = 4% decrease.

* If you want to know the percentage of the total value, the result is 3.84%.",Percentage,Hard,0.0625,7.601159375410181e-232
569,"A right triangle has one leg that is 5 cm shorter than the other leg. If the hypotenuse is 13 cm, what are the lengths of the legs?",5 cm and 12 cm,Let the length of one leg be x; Then the other leg is x + 5; Using the Pythagorean theorem: x² + (x + 5)² = 13²; Solve for x.,"Solve the following math problem: A right triangle has one leg that is 5 cm shorter than the other leg. If the hypotenuse is 13 cm, what are the lengths of the legs?
Answer: The lengths of the legs are 6cm and 12cm

Find the values of x for which the series converges. (Enter your answer using interval notation.)

8 + x + 2 2 + x + 3 2 + x + 4 2 + ...
Find the sum of the series for those values of x.
Answer:

(1 + x ) + ( 1 + x ) 2 + ( 1 + x ) 3 + ( 1 + x ) 4 + ...
Find the interval of convergence of the series.
Answer:

Suppose that the power series

∑ an(x−c)n converges when x=5 and diverges when x=8",Geometry,Hard,0.04838709677419355,1.6681267921735084e-155
570,"A company's revenue is modeled by R(x) = 100x - x², where x is the number of items sold. What number of items sold maximizes revenue?",50 items,The revenue function is a downward-opening parabola. The maximum occurs at x = -b/(2a) = -100/(2*(-1)) = 50.,"Solve the following math problem: A company's revenue is modeled by R(x) = 100x - x², where x is the number of items sold. What number of items sold maximizes revenue?
Answer: The company should sell ___ units to maximize revenue.
Can you help me understand this problem?",Calculus (Maxima/Minima),Hard,0.04081632653061224,6.921464794211712e-232
571,A farmer has a total of 1000 meters of fencing to create a rectangular pen for his animals. What dimensions will maximize the area of the pen?,250 meters by 500 meters,"Let length = l and width = w; Perimeter = 2l + 2w = 1000; Area = lw; Using perimeter, w = 500 - l; Area = l(500 - l) = 500l - l²; The maximum area occurs at l = 250, w = 500.","Solve the following math problem: A farmer has a total of 1000 meters of fencing to create a rectangular pen for his animals. What dimensions will maximize the area of the pen?
Answer: The dimensions are
meters and meters.

I am confused on how to solve this problem. I know that the farmer has 1000 meters of fencing to create a rectangular pen, so I know that the perimeter is 1000. I also know that the perimeter formula of a rectangle is P=2L+2W. So I can set up 2L+2W=1000. Is this correct? I am not sure how to solve it after this. Any help would be appreciated. Thank you.",Optimization,Hard,0.033898305084745756,6.705160809751319e-232
572,Two cars start from the same point and drive in opposite directions. Car A travels at 60 km/h and Car B at 90 km/h. How far apart will they be after 2 hours?,300 km,Distance traveled by A = 60 km/h * 2 h = 120 km; Distance traveled by B = 90 km/h * 2 h = 180 km; Total distance apart = 120 km + 180 km = 300 km.,"Solve the following math problem: Two cars start from the same point and drive in opposite directions. Car A travels at 60 km/h and Car B at 90 km/h. How far apart will they be after 2 hours?
Answer: km

Solve the following math problem: John and Bill have 30 marbles between them. If John has 20 marbles, how many does Bill have?
Answer: marbles

Solve the following math problem: A farmer has 20 chickens. If each chicken can lay 2 eggs per day, how many eggs can the farmer gather from his chickens in 4 days?
Answer: eggs

Solve the following math problem: A rectangular room measures 10 feet by 12 feet. What is the area of the room?
Answer: square feet

Solve the following math problem: A truck travels 200 miles in 4 hours. What is the average speed of the truck?
Answer: miles per",Distance-Rate-Time,Hard,0.013245033112582781,5.232135586792358e-232
573,"The area of a triangle is 60 cm². If the base is 10 cm, what is the height?",12 cm,Area = (1/2) * base * height; 60 = (1/2) * 10 * height; height = (60 * 2) / 10 = 12 cm.,"Solve the following math problem: The area of a triangle is 60 cm². If the base is 10 cm, what is the height?
Answer: The height is _____ cm.",Geometry,Hard,0.06666666666666667,0.0
574,"If the circumference of a circle is 31.4 cm, what is the radius?",5 cm,Circumference = 2πr; 31.4 = 2 * 3.14 * r; r = 31.4 / (2 * 3.14) = 5 cm.,"Solve the following math problem: If the circumference of a circle is 31.4 cm, what is the radius?
Answer: The radius is ...... cm.

The distance between 2 cities is 500 km. A car travels from the first city to the second city at a constant speed of 60 km/h. How long does it take the car to travel from the first city to the second city ?
Answer: It takes the car ........ hours.

If a car travels at constant speed, then the time it takes to travel a certain distance is directly proportional to the distance. It takes a car 3 hours to travel 105 miles. How long will it take the car to travel 396 miles ?
Answer: It will take ....... hours.

If a car travels at constant speed, then the time it takes",Geometry,Hard,0.014598540145985401,0.0
575,"The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as the son, how old are they now?","Father: 40 years, Son: 10 years","Let son's age = x; Father's age = 4x; x + 4x = 50; 5x = 50; x = 10; Father = 40, Son = 10.","Solve the following math problem: The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as the son, how old are they now?
Answer: The father is .... years old and the son is ..., years old.

The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as the son, how old are they now?
Answer: The father is .... years old and the son is ..., years old.

The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as the son, how old are they now?
Answer: The father is .... years old and the son is ..., years old.

The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as",Age Problems,Hard,0.05,5.1224570760947575e-232
576,A bottle can be filled by a tap in 3 minutes and emptied by a drain in 5 minutes. How long will it take to fill the bottle if both are open?,1.25 minutes,"Rate of tap = 1/3 bottle/min, Rate of drain = 1/5 bottle/min; Net rate = 1/3 - 1/5 = 2/15 bottle/min; Time = 1 / (2/15) = 15/2 = 1.25 minutes.","Solve the following math problem: A bottle can be filled by a tap in 3 minutes and emptied by a drain in 5 minutes. How long will it take to fill the bottle if both are open?
Answer:
It will take  minutes.

A train is running at the speed of 80 km/h. Calculate the distance travelled by it in 15 minutes.
Answer:

Find the volume of a cuboid whose length, breadth and height are 50cm, 25cm and 15cm respectively.
Answer:
The volume of the cuboid is .

Find the area of a rectangle whose length is 100 cm and breadth is 50 cm.
Answer:
The area of the rectangle is  .",Work Problems,Hard,0.017699115044247787,5.612774300937817e-232
