question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,is_correct,time_taken
803,"If the average of three numbers is 15, what is their total sum?",45,Total sum = Average × Number of values = 15 × 3 = 45.,"Solve the following math problem: If the average of three numbers is 15, what is their total sum?
Answer:

Find the product: 7, 4, 4, 1, 3, 2, 2 =
Answer:

A car is moving at 80 km/h. It starts to accelerate at 20 km/h/s. How long does it take to reach a speed of 100 km/h?
Answer:

If the average of 5 numbers is 9, what is the average of the numbers after the smallest number is deleted?
Answer:

The sum of two numbers is 8 and the difference is 2. What is the larger number?
Answer:

The average of two numbers is 8 and the larger number is 10. What",Averages,Easy,False,11.090998888015747
804,The sum of a number and its double is 18. What is the number?,6,Let the number be x; x + 2x = 18; 3x = 18; x = 6.,"Solve the following math problem: The sum of a number and its double is 18. What is the number?
Answer:
 

The answer is 6.

Step-by-step explanation:

The sum of a number and its double is 18.

Let the number be x, then it's double will be 2x.

So, x + 2x = 18

x + 2x = 18

3x = 18

3x/3 = 18/3

x = 6

Hence, the number is 6.

Hope this helps!

#Let'sStudy

#LearnWithBrainly

The sum of a number and its double is 18. What is the number?

 

Let x be the number",Basic Algebraic Equations,Easy,False,11.08902096748352
805,"If the radius of a circle is increased by 50%, how does the area change?",Increases by 125%,"Area = πr²; New radius = 1.5r; New area = π(1.5r)² = 2.25πr²; Increase = 2.25πr² - πr² = 1.25πr², which is 125% increase.","Solve the following math problem: If the radius of a circle is increased by 50%, how does the area change?
Answer: The radius is increased by 25% so area is increased by 50%.
How do you show your work? (1)
Draw a picture and find the area of the original figure: A = pi r2 A = pi 52 A = 25 pi
Find the area of the new figure: A = pi r2 A = pi (5 + 2.5)2 A = pi 8.0625 A = 64 pi
The area is increased by 50%.
How do you remember how to do this? (2)
Draw a picture of the original figure and label it.
Find the area of the new figure.
Add the two areas",Geometry,Hard,False,11.090545415878296
806,"If x - 4 = 10, what is the value of x?",x = 14,Add 4 to both sides: x = 10 + 4; x = 14.,"Solve the following math problem: If x - 4 = 10, what is the value of x?
Answer: x =

Which of the following is equal to 25?
Answer:

Solve the following math problem: If x - 3 = 2, what is the value of x?
Answer: x =

What is the value of (17 + 3) - 7?
Answer:

What is the value of 22 + (5 - 2) + 12?
Answer:

What is the value of (11 + 5) - 2?
Answer:

Choose the correct answer from the following: 2x + 2 = 10
Answer:

Choose the correct answer from the following: 6x - 8 = 20",Basic Algebraic Equations,Easy,False,11.088510513305664
807,"In a class, the ratio of boys to girls is 3:4. If there are 21 boys, how many girls are there?",28 girls,Let the number of girls be y; 3/4 = 21/y; Cross-multiply: 3y = 84; y = 28.,"Solve the following math problem: In a class, the ratio of boys to girls is 3:4. If there are 21 boys, how many girls are there?
Answer: There are ____ girls.

A. 3
B. 4
C. 5
D. 7
E. 8

The answer is 7.

Please see the attached file.

The answer for the question is B.



I don't understand your solution.

The ratio of boys to girls is 3:4.

If there are 21 boys, then there are 21/3 x 4 = 28 girls.

So, the answer is B.

Please see the attached file.
The ratio of boys to girls is 3:4.

If there are 21 boys, then there are 21/3 x 4 =",Ratios and Proportions,Medium,False,11.122279167175293
808,"A store sells pencils for $0.50 each and pens for $1.20 each. If a customer buys 10 items for $8.20, how many pens did they buy?",4 pens,Let x = number of pens; 10 - x = number of pencils; 1.20x + 0.50(10 - x) = 8.20; Solve to find x.,"Solve the following math problem: A store sells pencils for $0.50 each and pens for $1.20 each. If a customer buys 10 items for $8.20, how many pens did they buy?
Answer:
Number of pens =

Get a FREE PDF copy of ""The Art of Problem Solving"" book from the below link:
https://www.amazon.com/dp/B08W8H55G1/",Word Problems,Medium,False,3.5894062519073486
809,"If the equation x + y = 10 and y = 4, what is the value of x?",x = 6,Substituting y: x + 4 = 10; x = 10 - 4; x = 6.,"Solve the following math problem: If the equation x + y = 10 and y = 4, what is the value of x?
Answer:
X = 
 

(Please write your answer in the form of a number without any spaces)

Given the following information about a function f, find f(-2) and f(3) 

f(2) = -1 

f'(2) = -3 

f'(3) = -2 

f(3) = 4 

f""(x) = 2 - 3x - 10x^2 

f(-2) = 
 

f(3) = 

In the following exercise, use the given information to find f'(2). 

h (x) = f (x) g (x) 

h (",Basic Algebraic Equations,Easy,False,11.118279457092285
810,"If the sum of the first n odd numbers is 121, what is n?",11,Sum of first n odd numbers = n²; n² = 121; n = 11.,"Solve the following math problem: If the sum of the first n odd numbers is 121, what is n?
Answer: n =

<strong>Question 2:</strong>
The number of values of n such that n<sup>2</sup> + n + 1589 is a perfect square, is

<strong>Question 3:</strong>
The number of values of n such that 1 + 2 + 3 + ... + n is a perfect square is

<strong>Question 4:</strong>
If the sum of the first n odd natural numbers is 2001, then n =

<strong>Question 5:</strong>
If the sum of the first n odd natural numbers is 2001, then n =


<strong>Question 8:</strong>
If 5<sup>n</sup> + 5<sup>n+2</sup> = 6",Number Theory,Medium,False,11.090034246444702
811,"A rectangle has a length that is three times its width. If the perimeter is 48 cm, what are the dimensions of the rectangle?","Length = 18 cm, Width = 6 cm","Let width = x; then length = 3x. Perimeter = 2(length + width) = 48; 2(3x + x) = 48; 8x = 48; x = 6, so length = 18.","Solve the following math problem: A rectangle has a length that is three times its width. If the perimeter is 48 cm, what are the dimensions of the rectangle?
Answer: The rectangle has a length of cm and a width of cm.

There are more than one way to solve this problem.
<strong>Method 1:</strong>

Let the width of the rectangle be x.
The length of the rectangle is 3x.
The perimeter of a rectangle is 2(length + width).
2(3x + x) = 48
2(4x) = 48
8x = 48
x = 6
Width = 6 cm
Length = 3x = 3 * 6 = 18 cm

<strong>Method 2:</strong>

Let the length of the rectangle be x.
The width of the rectangle is x/",Geometry,Medium,False,11.117161989212036
812,"The sum of two numbers is 24, and their difference is 8. What are the two numbers?",16 and 8,"Let the numbers be x and y; x + y = 24, x - y = 8. Solving gives x = 16, y = 8.","Solve the following math problem: The sum of two numbers is 24, and their difference is 8. What are the two numbers?
Answer: The two numbers are ... (Use a comma to separate the answers.)

<strong>In a math exam, the ratio of the number of students who passed to the number of students who failed in the exam was 3:2. The number of students who passed the exam was 8 more than the number who failed. How many students took the exam?</strong>

<strong>Answer: ... students.</strong>

What number was used to replace the question mark in a survey? 

The number of students who chose mathematics was 150, and that was 30% of the total number of students in the school. There were 200 more students who chose English than mathematics. How many students chose English?

Answer: ...",Word Problems,Medium,False,11.119178295135498
813,"If a car travels 60 miles in 1 hour and 30 minutes, what is its average speed in miles per hour?",40 mph,Total time = 1.5 hours; Average speed = distance / time = 60 / 1.5 = 40 mph.,"Solve the following math problem: If a car travels 60 miles in 1 hour and 30 minutes, what is its average speed in miles per hour?
Answer:
1. Let's convert the time from minutes to hours. 60 minutes is equal to 1 hour, so 30 minutes is equal to 0.5 hours.
2. Add the 1 hour and 0.5 hours to get the total time: 1 + 0.5 = 1.5 hours.
3. Divide the distance (60 miles) by the time (1.5 hours) to get the average speed: 60 miles ÷ 1.5 hours = 40 miles per hour.
Therefore, the car's average speed is 40 miles per hour.",Speed and Distance,Easy,False,10.010754823684692
814,"The area of a triangle is 60 cm². If the base is 10 cm, what is the height?",12 cm,Area = 1/2 × base × height; 60 = 1/2 × 10 × height; height = 12 cm.,"Solve the following math problem: The area of a triangle is 60 cm². If the base is 10 cm, what is the height?
Answer: The height of the triangle is cm.

I have a 4-digit number. The thousands digit is twice the ones digit. The hundreds digit is 1 less than the thousands digit. If the units digit is 3, what is the number?
Answer: The number is

Solve the following problem:

A farmer has 1500 kg of grain. After selling 250 kg, how many kilograms of grain does he have left?
Answer: The farmer has kg of grain left.

Solve the following problem:

The sum of 500 and 1200 is divided into two equal groups. How many are there in each group?
Answer: The number of in each group",Geometry,Easy,False,11.119311332702637
815,"If the equation 5x + 3 = 23, what is the value of x?",x = 4,Subtract 3 from both sides: 5x = 20; Divide by 5: x = 4.,"Solve the following math problem: If the equation 5x + 3 = 23, what is the value of x?
Answer:
x=
(write your answer by decimal in simplest form)

A rectangle has the following perimeter formula:
P = 2L + 2W
If L = 10 and W = 6, what is the perimeter?
Answer:
Perimeter =
(write your answer by whole number)

Find the area of the following trapezoid:

Answer:
Area =
( write your answer by decimal in simplest form)

Solve the following math problem: If 186 = 18 + 6, what is the value of n?
Answer:
n =
(write your answer by whole number)

Find the area of the following trapezoid:

Answer:
Area",Basic Algebraic Equations,Easy,False,11.090676307678223
816,"In a bag, there are 5 red, 7 blue, and 8 green marbles. What is the probability of picking a blue marble?",7/20,Total marbles = 5 + 7 + 8 = 20; Probability of blue = 7/20.,"Solve the following math problem: In a bag, there are 5 red, 7 blue, and 8 green marbles. What is the probability of picking a blue marble?
Answer: 7/20

Solve the following math problem: In a bag, there are 5 red, 7 blue, and 8 green marbles. What is the probability of picking a green marble?
Answer: 8/20

Solve the following math problem: In a bag, there are 5 red, 7 blue, and 8 green marbles. What is the probability of picking a red marble?
Answer: 5/20

Solve the following math problem: In a bag, there are 5 red, 7 blue, and 8 green marbles. What is the probability of picking a blue marble if you pick a red marble first?
Answer: 7/20

Solve the",Probability,Medium,False,11.118789672851562
817,"If a number is multiplied by 4 and then 6 is added, the result is 34. What is the number?",7,Let the number be x; 4x + 6 = 34; 4x = 28; x = 7.,"Solve the following math problem: If a number is multiplied by 4 and then 6 is added, the result is 34. What is the number?
Answer: 

The sum of two numbers is 60. If the smaller number is multiplied by 5 and the larger number is multiplied by 2, the two products are equal. The larger number is .......

The sum of two numbers is 60. If the smaller number is multiplied by 5 and the larger number is multiplied by 2, the two products are equal. The larger number is .......

The sum of two numbers is 60. If the smaller number is multiplied by 5 and the larger number is multiplied by 2, the two products are equal. The larger number is .......

The sum of two numbers is 60. If the smaller number is multiplied by 5 and the larger number is multiplied",Basic Algebraic Equations,Medium,False,11.119773864746094
818,"A bag contains 3 red, 5 yellow, and 2 green balls. If one ball is drawn at random, what is the probability it is not yellow?",4/10 or 2/5,Total balls = 3 + 5 + 2 = 10; Non-yellow balls = 3 + 2 = 5; Probability = 5/10 = 1/2.,"Solve the following math problem: A bag contains 3 red, 5 yellow, and 2 green balls. If one ball is drawn at random, what is the probability it is not yellow?
Answer: The probability of drawing a ball that is not yellow is 1/3.

The answer is 1/3 because there are 10 balls in the bag (3 red, 5 yellow, and 2 green), and 5 of them are yellow. So, the probability of drawing a yellow ball is 5/10, or 1/2. The probability of drawing a ball that is not yellow is the complement of this, or 1 - 1/2 = 1/3.",Probability,Easy,False,8.019757509231567
819,"If a book costs $15 after a 25% discount, what was the original price?",$20,Let original price = x; 0.75x = 15; x = 15 / 0.75 = 20.,"Solve the following math problem: If a book costs $15 after a 25% discount, what was the original price?
Answer:
The original price of the book was
.

Get help: Video

Box 1: Enter your answer as an integer or decimal number. Examples: 3, -4, 5.5172
Enter DNE for Does Not Exist, oo for Infinity",Percentages,Medium,False,4.29988431930542
820,"In a triangle, one angle is 40 degrees, and the other two angles are equal. What are the measures of the other two angles?",70 degrees each,Sum of angles in triangle = 180; Let the other angles be x; 40 + 2x = 180; 2x = 140; x = 70.,"Solve the following math problem: In a triangle, one angle is 40 degrees, and the other two angles are equal. What are the measures of the other two angles?
Answer: The other two angles are ___ degrees each.

A new business owner has $10,000 to spend on advertising. She plans to spend$800 a month on newspaper ads and $300 a month on radio ads. She wants to know how much she can spend each month on newspaper ads if she spends twice as much as she does on radio ads.
Use the equation 800 + 2(300) = 10,000 to solve for the number of months the owner can operate the business.

Solve the following equation: 15x + 4 = 5x - 6

A car rental agency charges $125 per day to rent",Geometry,Medium,False,11.118804216384888
821,"If 3x - 4 = 11, what is the value of x?",x = 5,Add 4 to both sides: 3x = 15; Divide by 3: x = 5.,"Solve the following math problem: If 3x - 4 = 11, what is the value of x?
Answer: The value of x =

Solve the following math problem: If 3x - 4 = 11, what is the value of x?
Answer: The value of x =

Solve the math problem: If 3x - 4 = 11, what is the value of x?
Answer: The value of x =

Solve the math problem: If 3x - 4 = 11, what is the value of x?
Answer: The value of x =

Solve the math problem: If 3x - 4 = 11, what is the value of x?
Answer: The value of x =

Solve the math problem: If 3x -",Basic Algebraic Equations,Easy,False,11.09035348892212
822,What is the value of x in the equation 2(x + 3) = 16?,x = 5,Divide both sides by 2: x + 3 = 8; Subtract 3: x = 5.,"Solve the following math problem: What is the value of x in the equation 2(x + 3) = 16?
Answer: x =

The answer is <strong>5</strong>

Solve the following math problem: What is the value of x in the equation 2(x + 3) = 16?
Answer: x =

The answer is <strong>5</strong>

1. In your own words, explain how you found the value of x.
2. Write your answer in the box below.",Basic Algebraic Equations,Medium,False,5.9982075691223145
823,"If a number is divided by 5 and then 7 is subtracted, the result is 3. What is the number?",x = 50,Let the number be x; x/5 - 7 = 3; x/5 = 10; x = 50.,"Solve the following math problem: If a number is divided by 5 and then 7 is subtracted, the result is 3. What is the number?
Answer: The number is ...

I have a 850 gram bag of rice. I gave 250 grams to my friend. Now how many grams of rice do I have?
Answer: I have .... grams of rice

I have 600 gram of fruit. I eat 200 grams of it. How many grams of fruit do I have left?
Answer: I have ... grams of fruit left.

Solve the following math problem: If a number is divided by 5 and then 7 is subtracted, the result is 3. What is the number?

Answer: The number is ...

Fill the missing number in the series 45,51,55,59,",Basic Algebraic Equations,Hard,False,11.119714736938477
824,"If a triangle has a base of 10 cm and a height of 5 cm, what is its area?",25 cm²,Area = 1/2 × base × height = 1/2 × 10 × 5 = 25 cm².,"Solve the following math problem: If a triangle has a base of 10 cm and a height of 5 cm, what is its area?
Answer: The triangle's area is 25 square centimeters.",Geometry,Easy,False,1.0074727535247803
825,"A car is bought for $30,000 and depreciates by 20% each year. What is its value after 2 years?","$18,720",Value after 1 year = 30000 - (0.2 × 30000) = 24000; Value after 2 years = 24000 - (0.2 × 24000) = 19200.,"Solve the following math problem: A car is bought for $30,000 and depreciates by 20% each year. What is its value after 2 years?
Answer: $19,200

A. The car is worth $30,000 for the first year, and depreciates by 20% in the second year.

B. The car is worth $30,000 for the first year, and depreciates by 20% in the second year.

C. The car is worth $30,000 for the first year, and depreciates by 20% in the second year.

D. The car is worth $30,000 for the first year, and depreciates by 20% in the second year.

E. The car is worth $30,",Exponential Decay,Hard,False,11.119122982025146
826,The sum of the first five prime numbers is what?,28,"First five primes are 2, 3, 5, 7, 11; Their sum = 2 + 3 + 5 + 7 + 11 = 28.","Solve the following math problem: The sum of the first five prime numbers is what?
Answer: 

Given four options, three of them are wrong, one is right.
1. 17
2. 19
3. 23
4. 25


How do I solve this? Am I on the right track with this?

I see that the first 5 prime numbers are 2, 3, 5, 7, and 11.

I added them and got 28.

Where do I go from here?
Hello, dsk14!

You're right . . . except for one thing.


<blockquote>The sum of the first five prime numbers is what?
. . Right answer: .$\displaystyle 28$",Number Theory,Easy,False,11.089133024215698
827,"If a recipe calls for 2 cups of flour for every 3 cups of sugar, how many cups of flour are needed for 12 cups of sugar?",8 cups of flour,Set up a ratio: 2/3 = x/12; Cross-multiply: 3x = 24; x = 8.,"Solve the following math problem: If a recipe calls for 2 cups of flour for every 3 cups of sugar, how many cups of flour are needed for 12 cups of sugar?
Answer:
A. 2 cups of flour
B. 4 cups of flour
C. 8 cups of flour
D. 16 cups of flour

When a number is divided by 5, the remainder is 4. <strong>What number is this?</strong>

<strong>Answer</strong>:
A. 1
B. 4
C. 5
D. 9

<strong>Solve the following equation:</strong>
<strong>2x + 3 = 15</strong>

<strong>Answer</strong>:
A. 6
B. 4
C. 2
D. 1

<strong>What is the value of 2x + 3 when x is equal to 5?</strong>",Ratios and Proportions,Medium,False,11.119327783584595
828,"If a bike costs $150 after a 10% discount, what was the original price?",$166.67,Let original price = x; 0.9x = 150; x = 150 / 0.9 ≈ 166.67.,"Solve the following math problem: If a bike costs $150 after a 10% discount, what was the original price?
Answer: ?
A. $165
B. $155
C. $145
D. $135
E. $125",Percentages,Medium,False,2.750941038131714
829,"If a number is decreased by 8 and then multiplied by 2, the result is 6. What is the number?",x = 7,Let the number be x; 2(x - 8) = 6; x - 8 = 3; x = 11.,"Solve the following math problem: If a number is decreased by 8 and then multiplied by 2, the result is 6. What is the number?
Answer: The number is

Solve the following math problem: If a number is decreased by 8 and then multiplied by 2, the result is 6. What is the number?
Answer: The number is

Solve the following math problem: If a number is decreased by 8 and then multiplied by 2, the result is 6. What is the number?
Answer: The number is

Solve the following math problem: If a number is decreased by 8 and then multiplied by 2, the result is 6. What is the number?
Answer: The number is

Solve the following math problem: If a number is decreased by 8 and then multiplied by 2, the result is 6. What is",Basic Algebraic Equations,Medium,False,11.119308233261108
830,A train leaves the station at 3 PM traveling at 60 mph. How far will it travel by 5 PM?,120 miles,Time = 2 hours; Distance = speed × time = 60 × 2 = 120 miles.,"Solve the following math problem: A train leaves the station at 3 PM traveling at 60 mph. How far will it travel by 5 PM?
Answer: The train will travel 100 miles.


To solve this problem, we can use the formula distance = speed x time. The train travels at a speed of 60 mph for 2 hours (from 3 PM to 5 PM). Therefore, the distance traveled is 60 mph x 2 hours = 120 miles. However, we need to subtract 20 miles because the train started its journey at 3 PM instead of 4 PM (since 4 PM is 1 hour after 3 PM). Hence, the train will travel 120 miles - 20 miles = 100 miles by 5 PM.",Speed and Distance,Easy,False,10.382667303085327
831,"The ratio of boys to girls in a class is 2:3. If there are 24 students in total, how many girls are in the class?",14 girls,"Let boys = 2x, girls = 3x; 2x + 3x = 24; 5x = 24; x = 4; Girls = 3(4) = 12.","Solve the following math problem: The ratio of boys to girls in a class is 2:3. If there are 24 students in total, how many girls are in the class?
Answer: 12 girls.
How did you get the answer?
Let the number of boys be 2x.
Let the number of girls be 3x.
Then 2x + 3x = 24
5x = 24
x = 4.8
But x can only be a natural number, so the ratio of boys to girls can't be 2:3.
Therefore, there are no boys in the class.
Therefore, there are 24 girls in the class.

Another example:
The ratio of boys to girls in a class is 4:9. If there are 60 students in total, how many boys are in the class?",Ratios and Proportions,Medium,False,11.118927478790283
832,"If a piece of wood is 12 feet long and is cut into pieces that are 3 feet each, how many pieces can be cut?",4 pieces,Total length = 12 feet; Length of each piece = 3 feet; Number of pieces = 12 / 3 = 4.,"Solve the following math problem: If a piece of wood is 12 feet long and is cut into pieces that are 3 feet each, how many pieces can be cut?
Answer: 4
The number 12 is called the ""dividend"", and the number 3 is called the ""divisor"" (or ""divider""). The result, 4, is called the ""quotient"".

Now, let's apply this to your math problem:
If the dividend is 40 and the divisor is 7, what is the quotient and the remainder?

The quotient is 5 and the remainder is 5.

We can use this knowledge to answer the question:
""How many bottles of 7 liters can be filled with 40 liters of water?""

The answer is 5 bottles. There will be 5 liters of water left over, which is the remainder.

If you",Basic Arithmetic,Easy,False,11.118366956710815
833,"If x + 3 = 10, what is the value of x?",x = 7,Subtract 3 from both sides: x = 10 - 3 = 7.,"Solve the following math problem: If x + 3 = 10, what is the value of x?
Answer: X =

How much money do you have to withdraw from a savings account with a balance of $500 to buy a $4.65 T-shirt?
Answer: $

How many minutes are there in 15 hours?
Answer: Minutes

The area of a rectangular plot of land is 30 square feet and its length is 3 feet. Find its width?
Answer: Width =

How many minutes are there in 15 hours?
Answer: Minutes

A car goes 120 miles in 3 hours. At the same speed, how far will it go in 5 hours?
Answer: Miles

An apple orchard has 36 apple trees. There are",Basic Algebraic Equations,Easy,False,11.088884115219116
834,What is the area of a circle with a radius of 5 cm? (Use π ≈ 3.14),78.5 cm²,Area = πr² = 3.14 × (5)² = 3.14 × 25 = 78.5.,"Solve the following math problem: What is the area of a circle with a radius of 5 cm? (Use π ≈ 3.14)
Answer:  cm²
(Round your answer to the nearest whole number.)

A circle is a closed round shape with a curved line (called the circumference) around the edge and no corners.

Its radius is the distance from the centre to the edge.

The circumference is the distance around the edge of the circle.

The formula for the circumference of a circle is:

C = 2πr

Where C is the circumference, r is the radius, and π is 3.14.

The formula for the area of a circle is:

A = πr²

Where A is the area, r is the radius, and π is 3.14.

Substitute 5 for r and 3",Geometry,Medium,False,11.119263648986816
835,"If the sum of two numbers is 30 and one number is twice the other, what are the two numbers?",10 and 20,Let x = one number; 2x + x = 30; 3x = 30; x = 10; Other number = 20.,"Solve the following math problem: If the sum of two numbers is 30 and one number is twice the other, what are the two numbers?
Answer: The two numbers are and (Use a comma to separate the values if necessary; use a space between the words)
Note: In case the answer is not an integer, enter the answer as a decimal rounded to the nearest hundredth.",Word Problems,Medium,False,3.665088653564453
836,"A store is having a sale of 20% off on all items. If an item costs $50 before the discount, what is the sale price?",$40,Discount = 20% of 50 = 0.2 × 50 = 10; Sale price = 50 - 10 = 40.,"Solve the following math problem: A store is having a sale of 20% off on all items. If an item costs $50 before the discount, what is the sale price?
Answer: $40
Solution:
Step 1: Calculate the discount amount.
Discount = 20% of $50 = 0.20 * $50 = $10
Step 2: Subtract the discount from the original price.
Sale price = Original price - Discount = $50 - $10 = $40
Therefore, the sale price is $40.",Percentages,Easy,False,6.396036863327026
837,"If 4 times a number decreased by 5 equals 15, what is the number?",5,Let the number be x; 4x - 5 = 15; 4x = 20; x = 5.,"Solve the following math problem: If 4 times a number decreased by 5 equals 15, what is the number?
Answer: The number =  

Question 2:
The sum of two numbers is 16, their difference is 4. The greater number is 

Question 3:
If a four-digit number 3a5b is divisible by 9, then the sum of its digits is 

Question 4:
If the sum of three consecutive natural numbers is greater than 93, then the smallest of these numbers is 

Question 5:
If 127134 is divisible by 9, then the value of * is 

Question 6:
A number will be divisible by 5, if its unit digit is equal to 

Question 7:
If a number",Basic Algebraic Equations,Medium,False,11.090344667434692
838,A car travels 180 miles on 6 gallons of gas. What is the car's miles per gallon?,30 mpg,Miles per gallon = 180 miles / 6 gallons = 30 mpg.,"Solve the following math problem: A car travels 180 miles on 6 gallons of gas. What is the car's miles per gallon?
Answer: miles per gallon

Solve the following simple math problem: The price of a new car is $25,000. If it is expected to depreciate at a rate of 15% per year, what will the value of the car be in 3 years?
Answer: $

Find the area of a triangle with a base of 6 inches and a height of 4 inches.
Answer: square inches

Solve this fraction problem: If 3/4 of a pie is eaten, how much pie is left?
Answer: pie",Speed and Distance,Easy,False,8.609963655471802
839,"If x - 4 = 12, what is the value of x?",x = 16,Add 4 to both sides: x = 12 + 4 = 16.,"Solve the following math problem: If x - 4 = 12, what is the value of x?
Answer: x = 

Solve the following math problem: If x - 4 = 12, what is the value of x?
Answer: x = 

Answer: x = 


Given that 2x + 3y = 12, what is the value of 3x + 2y ? 

Given that 2x+3y=12, what is the value of 3x+2y ? 

Given that 2x + 3y = 12, what is the value of 3x + 2y ? 

Given that 2x + 3y = 12, what is the value of 3x + 2y",Basic Algebraic Equations,Easy,False,11.08907151222229
840,"In a fruit basket, there are 8 apples and 12 oranges. What is the ratio of apples to oranges?",2:3,Ratio = number of apples : number of oranges = 8:12 = 2:3.,"Solve the following math problem: In a fruit basket, there are 8 apples and 12 oranges. What is the ratio of apples to oranges?
Answer: The ratio of apples to oranges is 2 to 3.
Solve the following math problem: If there are 10 students in a class, and 8 of them are boys, what is the ratio of boys to girls?
Answer: The ratio of boys to girls is 8 to 2 (or 4 to 1).
Solve the following math problem: A recipe requires 3 cups of flour and 2 cups of sugar. What is the ratio of flour to sugar?
Answer: The ratio of flour to sugar is 3 to 2.
Solve the following math problem: A car travels at a constant speed of 60 miles per hour. If it travels for 2 hours, how many",Ratios and Proportions,Easy,False,11.118891477584839
841,A rectangular garden has a length of 20 m and a width of 10 m. What is the area of the garden?,200 m²,Area = length × width = 20 × 10 = 200 m².,"Solve the following math problem: A rectangular garden has a length of 20 m and a width of 10 m. What is the area of the garden?
Answer: 200 m^2

You can check your answer by multiplying the length and width of the rectangle.

Answer: 200 m^2

The area of the rectangle is 200 m^2.",Geometry,Easy,False,3.664233446121216
842,"If 3x + 2 = 17, what is the value of x?",x = 5,Subtract 2 from both sides: 3x = 15; Divide by 3: x = 5.,"Solve the following math problem: If 3x + 2 = 17, what is the value of x?
Answer:
x = 

Find the greatest number which will divide 398, 436 and 542 leaving remainder 7 in each case.
Answer:

The average of 5 numbers is 16. The average of the first two numbers is 19 and that of the last two numbers is 10. The middle number is

In the following number series only one number is wrong. Find out the wrong number.
6, 12, 30, 90, 270, 810, 2430
Answer:

Find the next term in the series: A, C, E, G, I, ___?
Answer",Basic Algebraic Equations,Easy,False,11.089794635772705
843,"If a triangle has sides of lengths 3 cm, 4 cm, and 5 cm, is it a right triangle?",Yes,"Check using Pythagorean theorem: 3² + 4² = 5²; 9 + 16 = 25; True, it's a right triangle.","Solve the following math problem: If a triangle has sides of lengths 3 cm, 4 cm, and 5 cm, is it a right triangle?
Answer:
yes

The above is the answer from Web2.0calc

Now, let's find the area of the triangle:
$\color{green}{A=\frac{1}{2}bh}$
where $b$ is the base and $h$ is the height.

If we choose the side length of 5 cm as the base, the height would be 4 cm.
$\color{green}{A=\frac{1}{2}(5)(4)}$
$\color{green}{A=10}$

If we plug in the side lengths into the Pythagorean Theorem, do we get a true statement?
$\color{green}{3^2+4^2=5^2}$",Geometry,Medium,False,11.119232177734375
844,"What is the next number in the sequence 2, 4, 8, 16?",32,Each number is multiplied by 2; Next number = 16 × 2 = 32.,"Solve the following math problem: What is the next number in the sequence 2, 4, 8, 16?
Answer: The next number in the sequence is 32.

Solve the following simple math problem: What is the sum of 20 and 30?
Answer: The sum of 20 and 30 is 50.

Solve the following simple math problem: What is 2/3 of 6?
Answer: 2/3 of 6 is 4.

Solve the following simple math problem: What is 12 + 5?
Answer: 12 + 5 = 17.

Solve the following math problem: If 2 + 2 = 4, then what is 1 + 1?
Answer: 1 + 1 = 2",Sequences and Patterns,Easy,False,11.089643478393555
845,A car travels 300 miles in 5 hours. What is the average speed of the car?,60 mph,Average speed = total distance / total time = 300 / 5 = 60 mph.,"Solve the following math problem: A car travels 300 miles in 5 hours. What is the average speed of the car?
Answer: _____ miles per hour",Speed and Distance,Easy,False,0.38809680938720703
846,"If a pair of shoes costs $80 after a 20% discount, what was the original price?",$100,Let original price = x; 0.8x = 80; x = 80 / 0.8 = 100.,"Solve the following math problem: If a pair of shoes costs $80 after a 20% discount, what was the original price?
Answer:The original price was $.

Get free math help by watching this video, and see the written tutorial at:
https://www.purplemath.com/modules/percent1.htm

In this tutorial, we will learn:
How to find the original price of an item given the sale price and the percent discount

This video is part of an ongoing series, and it should be watched in order.",Percentages,Medium,False,6.247197151184082
847,"If 5x - 3 = 2, what is the value of x?",x = 1,Add 3 to both sides: 5x = 5; Divide by 5: x = 1.,"Solve the following math problem: If 5x - 3 = 2, what is the value of x?
Answer: x =

The expression 2(x−5)(x−5) can be rewritten as
Answer:

Factor 12m2-36m2+24m−72m2−9m2−12m+18m2−21m2−8m+12m2−2m2−3m+6.

Answer:

If 2x + 5 = 3, then what is the value of 4x + 10?
Answer: 4x + 10 =

A rectangle has an area of 12 cm and a perimeter of 24 cm. What is the length of one side of the rectangle",Basic Algebraic Equations,Easy,False,11.088951349258423
848,"In a classroom, the ratio of boys to girls is 3:4. If there are 28 students in total, how many boys are there?",12 boys,"Let boys = 3x, girls = 4x; 3x + 4x = 28; 7x = 28; x = 4; Boys = 3(4) = 12.","Solve the following math problem: In a classroom, the ratio of boys to girls is 3:4. If there are 28 students in total, how many boys are there?
Answer:
There are _______ boys.
(Write the answer by sequent)

The following table shows the total number of children and adults, including the driver, on three different buses.

How many adults are there in total on all three buses?
Answer:
There are _________ adults.
(Write the answer by sequent)

The average of 6 numbers is 12. If one of the numbers is 15, what is the average of the other 5 numbers?
Answer:
The average of the other 5 numbers is _______.
(Write the answer by sequent)

The average of 3 numbers is 8. If one of the numbers is 13, what is the average",Ratios and Proportions,Medium,False,11.118844270706177
