question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
572,Two cars start from the same point and drive in opposite directions. Car A travels at 60 km/h and Car B at 90 km/h. How far apart will they be after 2 hours?,300 km,Distance traveled by A = 60 km/h * 2 h = 120 km; Distance traveled by B = 90 km/h * 2 h = 180 km; Total distance apart = 120 km + 180 km = 300 km.,"Solve the following math problem: Two cars start from the same point and drive in opposite directions. Car A travels at 60 km/h and Car B at 90 km/h. How far apart will they be after 2 hours?
Answer:

Since Car A and Car B are traveling in opposite directions, their speeds add up when calculating the distance between them.

So, the combined speed of both cars is 60 km/h + 90 km/h = 150 km/h.

After 2 hours, the total distance they will have covered is 150 km/h * 2 hours = 300 km.

Therefore, after 2 hours, Car A and Car B will be 300 km apart.",Distance-Rate-Time,Hard,2
573,"The area of a triangle is 60 cm². If the base is 10 cm, what is the height?",12 cm,Area = (1/2) * base * height; 60 = (1/2) * 10 * height; height = (60 * 2) / 10 = 12 cm.,"Solve the following math problem: The area of a triangle is 60 cm². If the base is 10 cm, what is the height?
Answer: \boxed{12}

Explanation:
1. The area of a triangle is given by the formula: Area = 1/2 * base * height.
2. We are given the area (60 cm²) and the base (10 cm).
3. We need to find the height.
4. Rearrange the formula to solve for the height: Height = 2 * Area / base.
5. Substitute the known values: Height = 2 * 60 cm² / 10 cm.
6. Calculate the height: Height = 12 cm.
7. Therefore, the height of the triangle is 1",Geometry,Hard,2
574,"If the circumference of a circle is 31.4 cm, what is the radius?",5 cm,Circumference = 2πr; 31.4 = 2 * 3.14 * r; r = 31.4 / (2 * 3.14) = 5 cm.,"Solve the following math problem: If the circumference of a circle is 31.4 cm, what is the radius?
Answer:
The formula for the circumference of a circle is C = 2πr, where C is the circumference and r is the radius. We are given that C = 31.4 cm. We can solve for r by dividing both sides of the equation by 2π:
r = C / (2π) = 31.4 cm / (2π) ≈ 5 cm.

Therefore, the radius of the circle is approximately 5 cm.",Geometry,Hard,2
575,"The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as the son, how old are they now?","Father: 40 years, Son: 10 years","Let son's age = x; Father's age = 4x; x + 4x = 50; 5x = 50; x = 10; Father = 40, Son = 10.","Solve the following math problem: The sum of the ages of a father and his son is 50 years. If the father is 4 times as old as the son, how old are they now?
Answer: \boxed{\text{Father: 40 years, Son: 10 years}}

Explanation: \boxed{\text{Let's denote the age of the son as S and the age of the father as F.}}

\boxed{\text{From the problem, we have two equations:}}
\boxed{\text{1) } F + S = 50 \text{ (the sum of their ages is 50)}}
\boxed{\text{2) } F = 4S \text{ (the father is 4 times as old as the son)}}

\boxed{\text{Now, we can substitute the second equation",Age Problems,Hard,10
576,A bottle can be filled by a tap in 3 minutes and emptied by a drain in 5 minutes. How long will it take to fill the bottle if both are open?,1.25 minutes,"Rate of tap = 1/3 bottle/min, Rate of drain = 1/5 bottle/min; Net rate = 1/3 - 1/5 = 2/15 bottle/min; Time = 1 / (2/15) = 15/2 = 1.25 minutes.","Solve the following math problem: A bottle can be filled by a tap in 3 minutes and emptied by a drain in 5 minutes. How long will it take to fill the bottle if both are open?
Answer:
First, let's determine the rate at which the bottle can be filled and emptied.

The tap can fill the bottle in 3 minutes, so its rate is 1/3 of the bottle per minute.
The drain can empty the bottle in 5 minutes, so its rate is 1/5 of the bottle per minute.

Now, let's find the net rate when both the tap and the drain are open.

Net rate = Rate of tap - Rate of drain
Net rate = (1/3) - (1/5)
Net rate = (5 - 3) / 15
Net rate = 2/15 of the bottle per minute",Work Problems,Hard,3
577,"The length of a rectangle is 3 times its width. If the perimeter of the rectangle is 64 cm, what are its dimensions?","Width: 8 cm, Length: 24 cm",Let width = x; Length = 3x; 2(x + 3x) = 64; 8x = 64; x = 8; Length = 24.,"Solve the following math problem: The length of a rectangle is 3 times its width. If the perimeter of the rectangle is 64 cm, what are its dimensions?
Answer:
The length of the rectangle is 24 cm and the width is 8 cm.

Here's the step-by-step solution:

1. Let L represent the length of the rectangle and W represent the width.
2. We know that the length is 3 times the width, so L = 3W.
3. The formula for the perimeter of a rectangle is P = 2L + 2W.
4. We are given that the perimeter is 64 cm, so 64 = 2L + 2W.
5. Substitute L = 3W into the equation: 64 = 2(3W) +",Geometry,Hard,6
578,"A sum of $8000 is invested in two accounts, one at 4% and the other at 6%. If the total interest earned in one year is $440, how much was invested at each rate?","$4000 at 4%, $4000 at 6%",Let x be the amount at 4%; Then 8000 - x is at 6%; 0.04x + 0.06(8000 - x) = 440; Solve for x to find amounts.,"Solve the following math problem: A sum of $8000 is invested in two accounts, one at 4% and the other at 6%. If the total interest earned in one year is $440, how much was invested at each rate?
Answer:
Let's denote the amount invested at 4% as x and the amount invested at 6% as y. We know that x + y = $8000 and 0.04x + 0.06y = $440.
We can solve this system of equations using substitution or elimination method. Here, I'll use the substitution method. First, express y in terms of x from the first equation: y = 8000 - x.
Then substitute this expression for y into the second equation: 0.04x + 0.06(8000 - x) = 440.
Simplify and",Finance,Hard,5
579,"If 7 pencils cost the same as 5 erasers, and the total cost of 3 pencils and 2 erasers is $3.80, what is the cost of one pencil?",$0.40,Let the cost of one pencil = p and one eraser = e; 7p = 5e; 3p + 2e = 3.80; Substitute and solve the system of equations.,"Solve the following math problem: If 7 pencils cost the same as 5 erasers, and the total cost of 3 pencils and 2 erasers is $3.80, what is the cost of one pencil?
Answer: ① First, we need to find the cost of one eraser. Since 7 pencils cost the same as 5 erasers, one pencil costs the same as $\frac{5}{7}$ of an eraser. Therefore, the cost of one eraser is $\frac{7}{5}$ of the cost of one pencil.

② Let's denote the cost of one pencil as $x$ dollars. Then, the cost of one eraser is $\frac{7}{5}x$ dollars.

③ According to the problem, the total cost of 3 pencils and 2 erasers is $3.80. Therefore",Systems of Equations,Hard,1
580,"In a right triangle, one leg is twice as long as the other. If the hypotenuse is 10 cm, what are the lengths of the legs?",4 cm and 8 cm,"Let one leg be x, then the other is 2x; Using Pythagorean theorem: x² + (2x)² = 10²; Solve for x to get lengths.","Solve the following math problem: In a right triangle, one leg is twice as long as the other. If the hypotenuse is 10 cm, what are the lengths of the legs?
Answer: \boxed{6 \text{ cm and } 8 \text{ cm}}

Solution:
Let's denote the length of the shorter leg as $x$ cm. Then, the length of the longer leg is $2x$ cm. According to the Pythagorean theorem, we have:

$$x^2 + (2x)^2 = 10^2$$

Expanding and simplifying the equation, we get:

$$x^2 + 4x^2 = 100$$

$$5x^2 = 100$$

Dividing both sides by 5, we have:

$$x",Geometry,Hard,5
581,"A man is three times as old as his son. In 15 years, he will be twice as old as his son. How old are they now?","Father: 45 years, Son: 15 years",Let son's age = x; Then father's age = 3x; In 15 years: 3x + 15 = 2(x + 15); Solve for x to find their ages.,"Solve the following math problem: A man is three times as old as his son. In 15 years, he will be twice as old as his son. How old are they now?
Answer: The man is 45 years old and his son is 15 years old.

Solve the following math problem: A man is three times as old as his son. In 15 years, he will be twice as old as his son. How old are they now?
Answer: The man is 45 years old and his son is 15 years old.

Solve the following math problem: A man is three times as old as his son. In 15 years, he will be twice as old as his son. How old are they now?
Answer: The man is 45 years old and his son is 15 years old.",Age Problems,Hard,6
582,A piece of ribbon is 48 cm long. It is cut into two pieces such that one piece is 8 cm longer than the other. What are the lengths of the two pieces?,"Longer piece: 28 cm, Shorter piece: 20 cm",Let the shorter piece be x; Then the longer piece is x + 8; x + (x + 8) = 48; Solve for x to find lengths.,"Solve the following math problem: A piece of ribbon is 48 cm long. It is cut into two pieces such that one piece is 8 cm longer than the other. What are the lengths of the two pieces?
Answer:
Step 1: Let x be the length of the shorter piece of ribbon in cm.
Step 2: The longer piece of ribbon is 8 cm longer than the shorter piece, so it has a length of x + 8 cm.
Step 3: The total length of the ribbon is the sum of the lengths of the two pieces, so we can write the equation: x + (x + 8) = 48
Step 4: Simplify the equation to: 2x + 8 = 48
Step 5: Subtract 8 from both sides to get: 2x = 40
Step 6: Divide both sides by",Algebra,Hard,10
583,"If the sum of the squares of two consecutive integers is 365, what are the integers?",18 and 19,Let the integers be x and x + 1; x² + (x + 1)² = 365; Solve the equation to find x.,"Solve the following math problem: If the sum of the squares of two consecutive integers is 365, what are the integers?
Answer:
The two consecutive integers are 11 and 12.

Here's the step-by-step solution:

Let's denote the two consecutive integers as n and n+1.

We know that the sum of their squares is 365, so we can write an equation:

n^2 + (n+1)^2 = 365

Expanding the equation gives:

n^2 + n^2 + 2n + 1 = 365

Combining like terms gives:

2n^2 + 2n - 364 = 0

Dividing the entire",Quadratic Equations,Hard,3
584,A car travels from city A to city B at a speed of 50 km/h and returns at a speed of 70 km/h. What is the average speed for the entire trip?,58.33 km/h,Let the distance be d; Time for A to B = d/50; Time for B to A = d/70; Average speed = Total distance / Total time.,"Solve the following math problem: A car travels from city A to city B at a speed of 50 km/h and returns at a speed of 70 km/h. What is the average speed for the entire trip?
Answer: The average speed for the entire trip is 58.75 km/h.
Explanation:
Let's denote the distance between city A and city B as D.
The time taken to travel from city A to city B is D/50 hours.
The time taken to return from city B to city A is D/70 hours.
The total time for the round trip is (D/50 + D/70) hours.
The total distance for the round trip is 2D.
The average speed for the entire trip is the total distance divided by the total time.
So, the average speed is 2D / (D/50 + D/7",Distance-Rate-Time,Hard,2
585,A right circular cone has a radius of 3 cm and a height of 4 cm. What is its volume?,37.68 cm³,Volume = (1/3)πr²h = (1/3)π(3)²(4) = 37.68 cm³.,"Solve the following math problem: A right circular cone has a radius of 3 cm and a height of 4 cm. What is its volume?
Answer:
The volume of a right circular cone is given by the formula:
\[ V = \frac{1}{3} \pi r^2 h \]
where $r$ is the radius and $h$ is the height.
Substituting the given values, we get:
\[ V = \frac{1}{3} \pi (3)^2 (4) \]
\[ V = \frac{1}{3} \pi (9) (4) \]
\[ V = \frac{1}{3} \pi (36) \]
\[ V = 12 \pi \]
So, the volume of the cone is \boxed{12 \pi \text{ cm",Geometry,Hard,2
586,"The ratio of boys to girls in a class is 2:3. If there are 45 students in total, how many boys and girls are there?",18 boys and 27 girls,Let boys = 2x and girls = 3x; Total students = 2x + 3x = 45; Solve for x to find numbers.,"Solve the following math problem: The ratio of boys to girls in a class is 2:3. If there are 45 students in total, how many boys and girls are there?
Answer:
There are 20 boys and 25 girls in the class.

Let's break this down:

1. The ratio of boys to girls is 2:

3. This means that for every 2 boys, there are 3 girls.
2. The total number of students is 45.
3. To find out how many groups of boys and girls there are, we divide the total number of students by the sum of the parts of the ratio (2 + 3 = 5). So, we divide 45 by 5, which gives us 9 groups.
4. Since each group has 2 boys, we multiply the number of groups by",Ratio and Proportion Problems,Hard,5
587,"The cost of 3 apples and 2 bananas is $2.40, and the cost of 5 apples and 3 bananas is $4.20. What is the cost of one apple and one banana?","Apple: $0.60, Banana: $0.40",Let apple cost = x and banana cost = y; Set up the system of equations and solve for x and y.,"Solve the following math problem: The cost of 3 apples and 2 bananas is $2.40, and the cost of 5 apples and 3 bananas is $4.20. What is the cost of one apple and one banana?
Answer:
Let's denote the cost of one apple as $x$ and the cost of one banana as $y$. We can set up a system of linear equations based on the given information:

$\begin{cases} 3x + 2y = 2.40 \\ 5x + 3y = 4.20 \end{cases}$

Solving this system of equations, we get:

$\begin{cases} x = 0.30 \\ y = 0.60 \end{cases}$

Therefore, the cost of one apple and one banana is $0.30 + 0.60 = \boxed{0",Systems of Equations,Hard,6
588,A container holds 200 liters of water. Water is being drained at a rate of 5 liters per hour and added at a rate of 10 liters per hour. How long will it take to fill the container?,40 hours,Net rate = 10 - 5 = 5 liters/hour; Time = 200 liters / 5 liters/hour = 40 hours.,"Solve the following math problem: A container holds 200 liters of water. Water is being drained at a rate of 5 liters per hour and added at a rate of 10 liters per hour. How long will it take to fill the container?
Answer: It will take 10 hours to fill the container.

Solution:
Let's denote the time it takes to fill the container as $x$ hours. According to the problem, we have:

$$200 + 5x = 10x$$

Solving for $x$, we get:

$$x = 10$$

Therefore, it will take $\boxed{10}$ hours to fill the container.",Work Problems,Hard,3
589,"A car's value depreciates by 15% each year. If its current value is $20,000, what will its value be after 3 years?","$12,760.25","Value after 3 years = 20000 * (1 - 0.15)³ = 20000 * (0.85)³ = $12,760.25.","Solve the following math problem: A car's value depreciates by 15% each year. If its current value is $20,000, what will its value be after 3 years?
Answer:
To solve this problem, we need to apply the formula for exponential decay, which is:

Final Value = Initial Value * (1 - Rate of Decay)^Time

Where:
- Final Value is the value of the car after 3 years
- Initial Value is the current value of the car ($20,000)
- Rate of Decay is the percentage rate at which the car's value decreases each year (15%, or 0.15 as a decimal)
- Time is the number of years (3 years)

Let's calculate the final value:

Final Value = $20,000 * (1 - 0.",Finance,Hard,2
590,A cylinder has a radius of 5 cm and a height of 10 cm. What is its volume?,785.4 cm³,Volume = πr²h = π(5)²(10) = 785.4 cm³.,"Solve the following math problem: A cylinder has a radius of 5 cm and a height of 10 cm. What is its volume?
Answer: The volume of the cylinder is 500 cubic centimeters.",Geometry,Hard,4
591,"A train leaves city A traveling at 60 km/h. Two hours later, a second train leaves city A traveling at 90 km/h. When will the second train catch up to the first?",4 hours after the second train leaves,Distance traveled by the first train in 2 hours = 120 km; Let time taken by the second train to catch up = t; 60(2 + t) = 90t; Solve for t.,"Solve the following math problem: A train leaves city A traveling at 60 km/h. Two hours later, a second train leaves city A traveling at 90 km/h. When will the second train catch up to the first?
Answer:
The first train is traveling at a speed of 60 km/h, and the second train is traveling at a speed of 90 km/h. To find out when the second train will catch up to the first, we need to determine the distance between them and the time it takes for the second train to cover that distance.

First, let's calculate the distance the first train has traveled by the time the second train starts. Since the first train is traveling at 60 km/h and it has been traveling for 2 hours, the distance it has covered is:

Distance = Speed × Time
Distance = 60 km/h × 2 hours
Distance = 120",Distance-Rate-Time,Hard,8
592,"A rectangular garden is 4 meters longer than it is wide. If the perimeter of the garden is 48 meters, what are the dimensions?","Width: 12 meters, Length: 16 meters",Let width = x; Then length = x + 4; 2(x + (x + 4)) = 48; Solve for x to find dimensions.,"Solve the following math problem: A rectangular garden is 4 meters longer than it is wide. If the perimeter of the garden is 48 meters, what are the dimensions?
Answer:
The garden is 10 meters wide and 14 meters long.

Here's a step-by-step solution:

1. Let the width of the garden be represented by the variable w.
2. The length of the garden is 4 meters longer than the width, so it can be represented as w + 4.
3. The perimeter of the garden is the sum of all its sides. Since it's a rectangle, we have two pairs of equal sides. One pair has lengths w (width) and the other pair has lengths w + 4 (length). So, the perimeter P can be represented as:
   P = 2w + 2(w",Geometry,Hard,7
593,The sum of three consecutive integers is 45. What are the integers?,"14, 15, and 16","Let the integers be x, x + 1, x + 2; x + (x + 1) + (x + 2) = 45; Solve for x.","Solve the following math problem: The sum of three consecutive integers is 45. What are the integers?
Answer:
The three consecutive integers can be represented as n, n+1, and n+2. The sum of these three integers is given as 45. So, we can set up the following equation:
n + (n+1) + (n+2) = 45
3n + 3 = 45
Subtract 3 from both sides:
3n = 42
Divide both sides by 3:
n = 14
So, the three consecutive integers are 14, 15, and 16.

Therefore, the final answer is:
\boxed{14, 15, 1",Algebra,Hard,6
594,"A bag contains 4 red balls, 6 blue balls, and 10 green balls. If 3 balls are drawn at random, what is the probability that all three are green?",0.061,Total balls = 20; Probability of drawing 3 green = (10/20) * (9/19) * (8/18).,"Solve the following math problem: A bag contains 4 red balls, 6 blue balls, and 10 green balls. If 3 balls are drawn at random, what is the probability that all three are green?
Answer:
The total number of balls in the bag is 4 + 6 + 10 = 20 balls.
The number of ways to choose 3 green balls from 10 is $\binom{10}{3} = 120$.
The total number of ways to choose 3 balls from 20 is $\binom{20}{3} = 1140$.
Therefore, the probability of choosing 3 green balls is $\frac{120}{1140} = \boxed{\frac{2}{19}}$.",Probability,Hard,1
595,"A vehicle's value is $25,000 and depreciates at 20% per year. What will be its value after 4 years?","$10,367.07","Value after 4 years = 25000 * (1 - 0.20)⁴ = 25000 * (0.8)⁴ = $10,367.07.","Solve the following math problem: A vehicle's value is $25,000 and depreciates at 20% per year. What will be its value after 4 years?
Answer: The value of the vehicle after 4 years will be approximately $6,400.",Finance,Hard,3
596,"A basketball team scored 72 points in a game. If each player scored an average of 12 points and there were 5 players, how many points did the remaining players score?",0 points (all players scored),Total points by 5 players = 5 * 12 = 60; Points by remaining = 72 - 60 = 12 points (implies one player scored all remaining).,"Solve the following math problem: A basketball team scored 72 points in a game. If each player scored an average of 12 points and there were 5 players, how many points did the remaining players score?
Answer:
1. Calculate the total points scored by all players: $12 \times 5 = 60$
2. Subtract the total points scored by all players from the team's total points to find the points scored by the remaining players: $72 - 60 = 12$

Therefore, the remaining players scored a total of \boxed{12} points.",Algebra,Hard,10
597,"A company has a fixed cost of $2000 and a variable cost of $10 per item produced. If the price of each item is $20, how many items must be sold to break even?",200 items,Break-even occurs when total revenue = total costs; 20x = 2000 + 10x; Solve for x to find break-even point.,"Solve the following math problem: A company has a fixed cost of $2000 and a variable cost of $10 per item produced. If the price of each item is $20, how many items must be sold to break even?
Answer: To find the number of items needed to break even, we set up the following equation:

Fixed Cost + Variable Cost * Number of Items = Revenue
$2000 + $10 * Number of Items = $20 * Number of Items

Next, we isolate the Number of Items term on one side of the equation:

$10 * Number of Items = $20 * Number of Items - $2000

Now, we can solve for the Number of Items by dividing both sides of the equation by $10:

Number of Items = (20 * Number of Items - 2000",Finance,Hard,3
598,A cyclist travels 30 km at a speed of 15 km/h and then returns at a speed of 10 km/h. What is the average speed for the entire trip?,12 km/h,Total distance = 60 km; Total time = (30/15) + (30/10); Average speed = total distance / total time.,"Solve the following math problem: A cyclist travels 30 km at a speed of 15 km/h and then returns at a speed of 10 km/h. What is the average speed for the entire trip?
Answer: The average speed for the entire trip is \boxed{12 \text{ km/h}}.

Solution: Let's denote the distance traveled by the cyclist as $x$ km. Then, the time taken for the outbound trip is $\frac{x}{15}$ hours, and the time taken for the return trip is $\frac{x}{10}$ hours.

The total time for the round trip is $\frac{x}{15} + \frac{x}{10} = \frac{2x}{15} + \frac{3x}{30} = \frac{7x}{30}$ hours.

The total distance for the",Distance-Rate-Time,Hard,2
599,"If a triangle has two sides measuring 6 cm and 8 cm, what is the range of possible lengths for the third side?",2 cm < third side < 14 cm,"Using triangle inequality: 6 + 8 > third side, 6 + third side > 8, 8 + third side > 6.","Solve the following math problem: If a triangle has two sides measuring 6 cm and 8 cm, what is the range of possible lengths for the third side?
Answer: The range of possible lengths for the third side is greater than 2 and less than 14.

Let the length of the third side be $x$ cm.

According to the triangle inequality theorem, the sum of the lengths of any two sides of a triangle must be greater than the length of the third side, and the difference between the lengths of any two sides must be less than the length of the third side.

Therefore, we have the following inequalities:

$$6 + 8 > x$$
$$6 - 8 < x$$

Solving these inequalities, we get:

$$x < 14$$
$$x > 2$$",Geometry,Hard,6
600,"A boat can go 30 km/h in still water. If it travels upstream against a current of 10 km/h, what is the speed of the boat relative to the riverbank?",20 km/h,Speed upstream = speed in still water - speed of current; 30 km/h - 10 km/h = 20 km/h.,"Solve the following math problem: A boat can go 30 km/h in still water. If it travels upstream against a current of 10 km/h, what is the speed of the boat relative to the riverbank?
Answer: The speed of the boat relative to the riverbank is 20 km/h.

Therefore, the final answer is $\boxed{20 \text{ km/h}}$.",Distance-Rate-Time,Hard,4
601,"A theater has 400 seats. Tickets for adults are sold at $15 each, and for children at $10 each. If the total revenue from a sold-out show is $5,500, how many tickets of each type were sold?",300 adults and 100 children,"Let adults = x, children = y; x + y = 400; 15x + 10y = 5500; Solve the system of equations.","Solve the following math problem: A theater has 400 seats. Tickets for adults are sold at $15 each, and for children at $10 each. If the total revenue from a sold-out show is $5,500, how many tickets of each type were sold?
Answer:
Let's denote the number of adult tickets sold as x and the number of children tickets sold as y. We can set up two equations based on the given information:

1) x + y = 400 (since there are 400 seats in total)
2) 15x + 10y = 5500 (since the total revenue is $5,500)

We can solve this system of equations using substitution or elimination method. Let's use the substitution method here:

First, we'll solve equation 1 for x:
x = 400 - y

Now, substitute this expression for x into",Systems of Equations,Hard,6
602,"A train moves twice as fast as a car. If the train covers 450 km in 3 hours, how long would it take the car to cover the same distance?",6 hours,Train speed = 450 km / 3 hrs = 150 km/h; Car speed = 150/2 = 75 km/h; Time for car = 450/75 = 6 hours.,"Solve the following math problem: A train moves twice as fast as a car. If the train covers 450 km in 3 hours, how long would it take the car to cover the same distance?
Answer: To solve this problem, let's break it down into steps:

1. We know that the train covers 450 km in 3 hours.
2. The speed of the train is therefore 450 km / 3 hours = 150 km/hour.
3. Since the car travels at half the speed of the train, the speed of the car is 150 km/hour / 2 = 75 km/hour.
4. Now, to find out how long it would take the car to cover the same distance as the train (450 km), we divide the distance by the car's speed: 450 km / 75",Distance-Rate-Time,Hard,2
603,A coffee blend costs $7 per kilogram for coffee A and $5 per kilogram for coffee B. How many kilograms of each type must be mixed to obtain 100 kg of a blend that costs $6.40 per kilogram?,60 kg of coffee A and 40 kg of coffee B,Let coffee A = x kg and coffee B = y kg; x + y = 100; 7x + 5y = 640; Solve the system of equations.,"Solve the following math problem: A coffee blend costs $7 per kilogram for coffee A and $5 per kilogram for coffee B. How many kilograms of each type must be mixed to obtain 100 kg of a blend that costs $6.40 per kilogram?
Answer:
1. Let's denote the amount of coffee A as x (in kilograms) and the amount of coffee B as y (in kilograms).
2. The total weight of the coffee blend should be 100 kilograms, so we have the equation: x + y = 100.
3. The total cost of the coffee blend should be $640 ($6.40 * 100), and the cost of the coffee blend is $7x + $5y. Therefore, we have the equation: 7x + 5y = 640.
4. We can solve this system of equations using substitution or elimination. Let",Mixture Problems,Hard,10
604,"In a competition, there are 30 questions. Each correct answer awards 4 points, and each incorrect answer deducts 1 point. If a contestant scores 76 points, how many questions did they answer correctly?",22 correct answers,Let correct answers = x and incorrect = y; x + y = 30; 4x - y = 76; Solve for x and y.,"Solve the following math problem: In a competition, there are 30 questions. Each correct answer awards 4 points, and each incorrect answer deducts 1 point. If a contestant scores 76 points, how many questions did they answer correctly?
Answer:
Let x represent the number of questions answered correctly.
Let y represent the number of questions answered incorrectly.
We have two equations based on the given information:
1) x + y = 30 (total number of questions)
2) 4x - y = 76 (total score)

First, we can solve equation 1 for x:
x = 30 - y

Next, we can substitute this expression for x into equation 2:
4(30 - y) - y = 76

Expanding and simplifying the equation:
120 - 4y - y = 76

Combining like terms:",Algebra,Hard,4
605,"The length of a rectangle is increased by 20%, and the width is decreased by 10%. If the original area was 150 square meters, what is the new area?",162 square meters,Let original length = l and width = w; lw = 150; New area = 1.2l * 0.9w; Substitute lw = 150.,"Solve the following math problem: The length of a rectangle is increased by 20%, and the width is decreased by 10%. If the original area was 150 square meters, what is the new area?
Answer:
The new area is 132 square meters.

Solution:
Step 1: Calculate the original length and width using the formula for the area of a rectangle.
Let the original length be L and the original width be W.
The original area is given by: L * W = 150

Step 2: Calculate the new length and width using the given percentages.
The new length is increased by 20%, so the new length is L + 0.2L = 1.2L.
The new width is decreased by 10%, so the new width is W - 0.1W = 0.9W.",Geometry,Hard,5
606,"A store offers a 15% discount on an item, and then charges a 10% sales tax on the discounted price. If the final price is $187, what was the original price?",$200,Let original price = x; Discounted price = 0.85x; Final price = 0.85x * 1.10 = $187; Solve for x.,"Solve the following math problem: A store offers a 15% discount on an item, and then charges a 10% sales tax on the discounted price. If the final price is $187, what was the original price?
Answer: The original price of the item was $215.
Solution Enhancement:
Let's break down the problem step by step:
1. The final price of the item is $187 after a 15% discount and a 10% sales tax.
2. To find the discounted price, we need to figure out what price would result in a 10% tax that equals $187.
3. Let x be the discounted price. Then, the sales tax would be 0.10x.
4. The equation for the final price would be: x + 0.10x = $187
5. Simpl",Percentages,Hard,1
607,"An investor divides $10,000 between two investments: one earning 5% interest and the other 8%. If the total interest earned in one year is $680, how much was invested at each rate?","$6,000 at 5% and $4,000 at 8%",Let amount at 5% = x and at 8% = 10000 - x; 0.05x + 0.08(10000 - x) = 680; Solve for x.,"Solve the following math problem: An investor divides $10,000 between two investments: one earning 5% interest and the other 8%. If the total interest earned in one year is $680, how much was invested at each rate?
Answer: \boxed{4,000} at 5% and \boxed{6,000} at 8%.

Here's the step-by-step solution:

1. Let x be the amount invested at 5% and y be the amount invested at 8%.

2. We know that x + y = $10,000 (total investment).

3. We also know that 0.05x + 0.08y = $680 (total interest earned).

4. Now we have a system of two linear equations with two variables:
   x + y = 10,000",Finance,Hard,8
608,A scientist has a 40% alcohol solution and a 70% alcohol solution. How much of each should be mixed to obtain 120 liters of a 50% solution?,80 liters of 40% solution and 40 liters of 70% solution,Let x = liters of 40% solution and y = liters of 70% solution; x + y = 120; 0.4x + 0.7y = 0.5 * 120; Solve the system.,"Solve the following math problem: A scientist has a 40% alcohol solution and a 70% alcohol solution. How much of each should be mixed to obtain 120 liters of a 50% solution?
Answer: To obtain 120 liters of a 50% alcohol solution, the scientist should mix 24 liters of the 40% solution and 96 liters of the 70% solution.
To find the amounts of each solution needed, we can set up an equation based on the concentration of alcohol in each solution. Let x be the amount of the 40% solution and y be the amount of the 70% solution needed. The equation is:
0.4x + 0.7y = 0.5 * 120
Simplifying the equation gives:
0.4x + 0.7y = 60
We can",Mixture Problems,Hard,15
609,"A printing press can print 2,000 pages per hour. A second press can print 50% faster. If both presses work together to print 50,000 pages, how long will it take?",12.5 hours,First press rate = 2000 pages/hour; Second press rate = 2000 * 1.5 = 3000 pages/hour; Total rate = 5000 pages/hour; Time = 50000 / 5000.,"Solve the following math problem: A printing press can print 2,000 pages per hour. A second press can print 50% faster. If both presses work together to print 50,000 pages, how long will it take?
Answer: It will take 5 hours for the two presses to print 50,000 pages.

Here's the step-by-step solution:

1. The first press can print 2,000 pages per hour.
2. The second press can print 50% faster than the first press, so it can print 3,000 pages per hour (2,000 + 50% of 2,000 = 2,000 + 1,000 = 3,000).
3. When both presses work together, they can print 5,000 pages per hour (2,",Work Problems,Hard,3
610,"A vehicle’s fuel efficiency decreases by 10% for every 10 km/h increase in speed over 60 km/h. If it initially gets 15 km/l at 60 km/h, what is the efficiency at 90 km/h?",10.935 km/l,Efficiency = 15 km/l; After 30 km/h increase: 15 * (0.9)^3 = 10.935 km/l.,"Solve the following math problem: A vehicle’s fuel efficiency decreases by 10% for every 10 km/h increase in speed over 60 km/h. If it initially gets 15 km/l at 60 km/h, what is the efficiency at 90 km/h?
Answer:

To find the efficiency at 90 km/h, we need to calculate the decrease in efficiency due to the increase in speed from 60 km/h to 90 km/h.

First, let's find out how many 10 km/h increments are there from 60 km/h to 90 km/h:
Increments = (Speed at 90 km/h - Speed at 60 km/h) / 10
Increments = (90 - 60) / 10
Increments = 30 / 10
Increments = 3

Now that we know there",Percentages,Hard,3
611,"A bridge is constructed with pillars that are each 3 meters wide. If there are 45 pillars along the bridge, spaced 8 meters apart, what is the total length of the bridge?",381 meters,Each gap between pillars = 8 meters; Total gaps = 44; Total length = (45 * 3) + (44 * 8).,"Solve the following math problem: A bridge is constructed with pillars that are each 3 meters wide. If there are 45 pillars along the bridge, spaced 8 meters apart, what is the total length of the bridge?
Answer: The total length of the bridge is 373 meters.
Solution: 3 + 8 × (45 - 1) = 373 (meters)
Answer: \boxed{373}.

1. First, we need to find the total number of gaps between the pillars. Since there are 45 pillars, there are 44 gaps between them.
2. Next, we need to find the total width of the gaps. Since each gap is 8 meters wide, the total width of the gaps is 8 × 44 = 352 meters.
3. Finally, we need to add the width of the first and last",Geometry,Hard,2
