question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
375,"If the circumference of a circle is 31.4 cm, what is the radius?",5 cm,C = 2πr; 31.4 = 2πr; r = 31.4 / (2π) = 5 cm.,"Solve the following math problem: If the circumference of a circle is 31.4 cm, what is the radius?
Answer: 5 cm
Explanation:
The circumference of a circle is equal to 2πr, where r is the radius. Here, we know that the circumference is 31.4 cm, so we can substitute this value into the equation and solve for r:
31.4 = 2πr
31.4 = 2(3.14)r
31.4 = 6.28r
r = 31.4/6.28
r = 5
Therefore, the radius of the circle is 5 cm.
Note: π is a mathematical constant that is approximately equal to 3.14. You can use this value in your calculations",Geometry,Hard,0.035398230088495575,1.7607566132313832e-155
376,"In a certain class, 60% of students passed the exam. If there were 50 students, how many failed?",20 students,Number of students who passed = 60% of 50 = 30. Students who failed = Total students - Passed = 50 - 30 = 20.,"Solve the following math problem: In a certain class, 60% of students passed the exam. If there were 50 students, how many failed?
Answer: 50 x 0.6 = 30. 50-30=20. 20 students failed.

## Comments for Math Problem: 60 Percent Passed Exam
| Oct 05, 2013 | Math Problem 
Question:
Answer:
To solve this problem, you need to know that you can express 60% as the fraction 60/100.
This is a fraction which represents the number of students who passed the exam out of the total number of students who took the exam.
In this case, 60 students passed and 100 students took the exam.
The problem gives you the total number",Percentage Problems,Hard,0.03508771929824561,1.679942681928048e-155
377,"If a recipe calls for 2/3 cup of sugar and you want to make 3 batches, how much sugar do you need?",2 cups of sugar,Sugar needed = (2/3) * 3 = 2 cups.,"Solve the following math problem: If a recipe calls for 2/3 cup of sugar and you want to make 3 batches, how much sugar do you need?
Answer: 3 x 2/3 cups of sugar
Step-by-step explanation:
The key to solving this problem is to recognize that we are being asked to multiply 2/3 by 3.
The reason we multiply by 3 is because we want to know how much sugar is needed for 3 batches.
To multiply 2/3 by 3, we need to multiply the numerator (2) by 3:
2/3 x 3 = 6/3
Next, we need to simplify the fraction by dividing both the numerator and denominator by 3:
6/3 ÷ 3/3 = 2/1 or 2
So, the answer is 2 cups",Fraction Problems,Hard,0.059259259259259255,6.19254029537011e-79
378,"A company produces 20,000 units at a fixed cost of $50,000 and a variable cost of $5 per unit. What is the total cost?","$150,000","Total cost = Fixed cost + (Variable cost * Number of units) = 50000 + (5 * 20000) = $150,000.","Solve the following math problem: A company produces 20,000 units at a fixed cost of $50,000 and a variable cost of $5 per unit. What is the total cost?
Answer:
Total cost = Fixed cost + Variable cost
Total cost = $50,000 + ($5 per unit x 20,000 units)
Total cost = $50,000 + $100,000
Total cost = $150,000",Cost Analysis,Hard,0.06557377049180328,6.573479617511883e-232
379,"A box has dimensions of 3 cm, 4 cm, and 5 cm. What is its volume?",60 cm³,Volume = length * width * height = 3 * 4 * 5 = 60 cm³.,"Solve the following math problem: A box has dimensions of 3 cm, 4 cm, and 5 cm. What is its volume?
Answer: The volume is 60 cubic centimeters.

## Step 1: Find the volume of the box
To solve this math problem, we need to find the volume of the box. The volume of a box is the amount of space it takes up. To find the volume, we need to multiply the length, width, and height of the box.

## Step 2: Calculate the volume
To calculate the volume, we need to multiply the length, width, and height of the box. The length is 3 cm, the width is 4 cm, and the height is 5 cm. So, we multiply 3 cm x 4 cm x 5 cm, which equals 60 cubic cent",Geometry,Hard,0.02985074626865672,5.354662760929083e-232
380,A boat travels 60 miles upstream at a speed of 15 mph. How long does it take to travel that distance?,4 hours,Time = Distance / Speed = 60 / 15 = 4 hours.,"Solve the following math problem: A boat travels 60 miles upstream at a speed of 15 mph. How long does it take to travel that distance?
Answer: 4 hours
Explanation:
Step 1: Determine the rate of the boat in still water:
Rate of boat downstream = 28 mph
Rate of boat upstream = 15 mph
Rate of boat in still water = (Rate downstream + Rate upstream) / 2
= (28 + 15) / 2
= 43 / 2
= 21.5 mph
Step 2: Find the time it takes to travel 60 miles upstream at a speed of 21.5 mph:
Time = Distance / Rate
= 60 / 21.5
= 2.8 hours
Therefore, it takes approximately 2.8",Distance-Rate-Time,Hard,0.037037037037037035,1.6434963801736401e-155
381,"A family of 4 spends $400 on groceries. If they want to budget 25% less next month, how much should they budget?",$300,25% of $400 = 100. New budget = 400 - 100 = $300.,"Solve the following math problem: A family of 4 spends $400 on groceries. If they want to budget 25% less next month, how much should they budget?
Answer:
$300
Explanation:
$400 * 25% = $100
$400 – $100 = $300

## “I am very pleased to be a part of this great project!”
By: Dr. Maria H. Martinez
Santa Maria College
(Full disclosure: I am the mother of a 14-year-old boy with SPD.)

## “Thank you for sharing this! My daughter loves math!”
By: Kathy Y.
(Full disclosure: I am the mother of a 14-year-old boy with SPD.)

## “Thank you for sharing your",Percentage Problems,Hard,0.0196078431372549,5.704925649051987e-232
382,"If the sides of a triangle are in the ratio 3:4:5 and the perimeter is 60 cm, what are the lengths of the sides?","The sides are 9 cm, 12 cm, and 15 cm.","Let the sides be 3x, 4x, and 5x. Then 3x + 4x + 5x = 60. 12x = 60, so x = 5. Therefore, the sides are 15 cm, 20 cm, and 25 cm.","Solve the following math problem: If the sides of a triangle are in the ratio 3:4:5 and the perimeter is 60 cm, what are the lengths of the sides?
Answer:
If the sides of a triangle are in the ratio 3:4:5, the sides must be 15 cm, 20 cm, and 25 cm.
First, let’s divide 60 by 3+4+5 to find the scale factor:
60/12 = 5
Now, to find the lengths of the sides, we just multiply each number in the ratio by 5:
3×5 = 15
4×5 = 20
5×5 = 25
Therefore, the lengths of the sides are 15 cm, 20 cm, and 25 cm.

## Example:
Solve",Ratio and Proportion,Hard,0.12698412698412698,2.757397826033875e-155
383,A car travels 150 miles at 50 mph and then 50 miles at 25 mph. What is the average speed for the entire trip?,42.86 mph,"Time for 150 miles = 150/50 = 3 hours; Time for 50 miles = 50/25 = 2 hours. Total distance = 200 miles, total time = 5 hours. Average speed = Total distance / Total time = 200/5 = 40 mph.","Solve the following math problem: A car travels 150 miles at 50 mph and then 50 miles at 25 mph. What is the average speed for the entire trip?
Answer:
The average speed is 33 1/3 mph.
Explanation:
We have to first find the total distance and the total time taken to cover the distance.
The total distance = 150 mi + 50 mi = 200 mi
The total time taken = (time taken to cover 150 mi + time taken to cover 50 mi)
=> (150/50) + (50/25) = 3 + 2 = 5
Average speed = Total distance / Total time taken = 200/5 = 40 mi/hr
Therefore, the average speed is 33 1/3 mph.",Distance-Rate-Time,Hard,0.01785714285714286,5.539388921633538e-232
384,A square has an area of 144 cm². What is the length of one side?,12 cm,"Area = side². So, side = √144 = 12 cm.","Solve the following math problem: A square has an area of 144 cm². What is the length of one side?
Answer: 12 cm
Explanation: To find the length of one side of a square, we need to take the square root of the area. The square root of 144 is 12. Therefore, the length of one side of the square is 12 cm.
We cannot have a negative area, so we only consider the positive square root.
- How do you calculate the area of a square?
- How do you find the side length of a square given its area?
- What is the formula for the area of a square?
- What is the formula for the side length of a square given its area?
- How do you calculate the area of a square given its side length?",Geometry,Hard,0.028985507246376812,1.4965558452254577e-155
385,"A loan of $5,000 is paid back with an annual interest rate of 10% after 3 years. What is the total amount paid back?","$6,500",Total amount = Principal + Interest = 5000 + (5000 * 0.10 * 3) = 5000 + 1500 = $6500.,"Solve the following math problem: A loan of $5,000 is paid back with an annual interest rate of 10% after 3 years. What is the total amount paid back?
Answer: $6,800
Explanation: The total amount paid back is the principal amount plus the interest. The interest is calculated as 10% of the principal amount for each year. In this case, the interest for the first year is $500 (10% of $5,000), the interest for the second year is $500 (10% of $5,000), and the interest for the third year is $500 (10% of $5,000). Therefore, the total amount paid back is $5,000 (principal) + $1,500 (interest) = $6,500.",Interest,Hard,0.034482758620689655,0.0
386,"A rectangle has a length of 4 meters more than its width, and its area is 60 m². What are the dimensions?","Width = 6 m, Length = 10 m","Let width = x, then length = x + 4. Area = length * width = x(x + 4) = 60. Solving gives x² + 4x - 60 = 0. Factoring gives (x - 6)(x + 10) = 0, so width = 6 m.","Solve the following math problem: A rectangle has a length of 4 meters more than its width, and its area is 60 m². What are the dimensions?
Answer:
Let w = width
w + 4 = length
w(w + 4) = 60
w² + 4w = 60
w² + 4w – 60 = 0
(w + 10)(w – 6) = 0
w + 10 = 0 or w – 6 = 0
w = -10 or w = 6
width = 6 m
length = w + 4 = 6 + 4 = 10 m
BOOK
Free Class
BOOK
Free Class",Algebra,Hard,0.14285714285714288,7.600983337974451e-79
387,"If a sphere has a radius of 5 cm, what is its volume?",523.6 cm³,Volume = (4/3)πr³ = (4/3)π(5)³ = (4/3)π(125) = 523.6 cm³.,"Solve the following math problem: If a sphere has a radius of 5 cm, what is its volume?
Answer:
V= 4/3 × Pi × r^3
= 4/3 ×3.14×5^3
= 523.33 cm³",Geometry,Hard,0.10810810810810811,7.720899511627474e-232
388,A car travels 120 miles in 2 hours. How long will it take to travel 300 miles at the same speed?,5 hours,Speed = distance/time = 120 miles / 2 hours = 60 mph. Time = distance/speed = 300 miles / 60 mph = 5 hours.,"Solve the following math problem: A car travels 120 miles in 2 hours. How long will it take to travel 300 miles at the same speed?
Answer: 5 hours",Distance-Rate-Time,Hard,0.12903225806451613,3.323079316544124e-155
389,"A family buys a house for $250,000 and sells it for a 10% profit. What is the selling price?","$275,000","Selling price = Purchase price + (0.10 * Purchase price) = 250000 + 25000 = $275,000.","Solve the following math problem: A family buys a house for $250,000 and sells it for a 10% profit. What is the selling price?
Answer: The selling price is $275,000.
Explanation:
A family buys a house for $250,000 and sells it for a 10% profit. The selling price is $275,000.
A family buys a house for $250,000 and sells it for a 10% profit.
The selling price is $275,000.
Solve the following math problem: A family buys a house for $250,000 and sells it for a 10% profit. What is the selling price? Answer: The selling price is $275,000. Ex",Profit and Loss,Hard,0.03636363636363636,0.0
390,The sum of the first 10 positive integers is what?,55,Sum = n(n + 1) / 2; Sum = 10(10 + 1) / 2 = 10(11) / 2 = 55.,"Solve the following math problem: The sum of the first 10 positive integers is what?
Answer: 55 Explanation: The first 10 positive integers are 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10. To find the sum of these integers, we can add them up: 1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9 + 10 = 55 So the sum of the first 10 positive integers is 55.

## What is 2x3 10x 5?
The answer to the equation “2x3 10x 5” is “x equals",Sequences,Hard,0.023255813953488372,5.820234933757166e-232
391,A person bought a shirt for $30 and sold it for $45. What is the percent profit?,50%,Profit = Selling Price - Cost Price = 45 - 30 = 15. Percent Profit = (Profit / Cost Price) * 100 = (15 / 30) * 100 = 50%.,"Solve the following math problem: A person bought a shirt for $30 and sold it for $45. What is the percent profit?
Answer: 50%
Please provide a step-by-step solution.",Profit and Loss,Hard,0.0625,7.850707993042515e-232
392,"If the radius of a circle is doubled, how does the area change?",It quadruples.,"Area = πr². If r is doubled, Area = π(2r)² = π(4r²) = 4(πr²), so the area quadruples.","Solve the following math problem: If the radius of a circle is doubled, how does the area change?
Answer: The area increases by a factor of four.
Explanation: The area of a circle is given by A = πr2, where r is the radius. If the radius is doubled, the new radius is 2r. Therefore, the new area is A′ = π(2r)2 = 4πr2 = 4A. This means that the area has increased by a factor of four.",Geometry,Hard,0.0,0.0
393,A train travels 120 miles in 2 hours. How long will it take to travel 300 miles?,5 hours,Speed = Distance / Time = 120 miles / 2 hours = 60 mph. Time = Distance / Speed = 300 miles / 60 mph = 5 hours.,"Solve the following math problem: A train travels 120 miles in 2 hours. How long will it take to travel 300 miles?
Answer: 5 hours
Step-by-step explanation:
For this problem, we will need to use a proportion.
We know that the train travels 120 miles in 2 hours. This is our first part of the proportion. We can use a variable to represent the miles and hours for the second part of the proportion.
We can then solve for x.
It will take 5 hours for the train to travel 300 miles.",Distance-Rate-Time,Hard,0.04166666666666667,1.8544810920706797e-155
394,"The area of a rectangle is 48 cm², and its length is 8 cm. What is the width?",6 cm,"Area = Length × Width. So, Width = Area / Length = 48 cm² / 8 cm = 6 cm.","Solve the following math problem: The area of a rectangle is 48 cm², and its length is 8 cm. What is the width?
Answer:
Explanation: 
To find the width of the rectangle, we can use the formula for the area of a rectangle:
Area = length × width
Substituting the given values, we get:
48 = 8 × width
Dividing both sides by 8, we get:
width = 48 / 8 = 6cm
Therefore, the width of the rectangle is 6cm.",Geometry,Hard,0.026315789473684213,0.0
395,A bag contains 4 red balls and 6 blue balls. What is the probability of drawing a red ball?,0.4,Total balls = 4 + 6 = 10. Probability of red = Number of red balls / Total balls = 4/10 = 0.4.,"Solve the following math problem: A bag contains 4 red balls and 6 blue balls. What is the probability of drawing a red ball?
Answer:
The total number of balls in the bag is 4 + 6 = 10.
The probability of drawing a red ball is 4/10 = 0.4 or 40%.

## Calculation of probability
Probability is a mathematical concept that describes the likelihood of an event occurring. It is expressed as a ratio or percentage, with 1 indicating certainty and 0 indicating impossibility.
To calculate the probability of an event, first determine the total number of possible outcomes. Then, count the number of outcomes that satisfy the event of interest. Finally, divide the number of favorable outcomes by the total number of possible outcomes.
For example, if you roll a fair six-sided die, the",Probability,Hard,0.029197080291970802,5.3348669960151344e-232
396,"If a car's value decreases by 25% every year, what will it be worth after 2 years if it was originally worth $20,000?","$11,250",Value after 1 year = 20000 * 0.75 = 15000. Value after 2 years = 15000 * 0.75 = 11250.,"Solve the following math problem: If a car's value decreases by 25% every year, what will it be worth after 2 years if it was originally worth $20,000?
Answer: 15,000 dollars

## Explanation:
After the first year it will be worth
After the second year we have the original value minus the first year's loss, so we have

## Impact of this question
95 views around the world
You can reuse this answer
Creative Commons License 
Creative Commons License",Exponential Decay,Hard,0.0,0.0
397,A car travels 150 miles at 60 mph and then 75 miles at 30 mph. What is the average speed for the entire trip?,45 mph,Time for first part = 150/60 = 2.5 hours; Time for second part = 75/30 = 2.5 hours. Total distance = 150 + 75 = 225 miles; Total time = 2.5 + 2.5 = 5 hours. Average speed = 225/5 = 45 mph.,"Solve the following math problem: A car travels 150 miles at 60 mph and then 75 miles at 30 mph. What is the average speed for the entire trip?
Answer: 45 mph
Solution:
If a car travels 150 miles at 60 mph, then the time spent driving is 2.5 hours. If a car travels 75 miles at 30 mph, then the time spent driving is 2.5 hours. Therefore, the total time spent driving is 5 hours. The total distance traveled is 225 miles. The average speed is the total distance traveled divided by the total time spent driving, which is 45 mph.
Therefore, the correct answer is 45 mph.

## How do you calculate average speed?
Answer: The average speed is the total distance traveled divided by the total time spent.
Solution:",Distance-Rate-Time,Hard,0.029629629629629624,1.5469219713609467e-155
398,"If the sum of two numbers is 30 and their difference is 10, what are the numbers?",20 and 10,"Let x and y be the two numbers. x + y = 30 and x - y = 10. Adding the equations gives 2x = 40, so x = 20. Substituting back, y = 30 - 20 = 10.","Solve the following math problem: If the sum of two numbers is 30 and their difference is 10, what are the numbers?
Answer: 20 and 10
The sum of two numbers is 30
x + y = 30
The difference of two numbers is 10
x - y = 10
Solve for x in the first equation:
x = 30 - y
Plug in the value of x into the second equation and solve for y:
(30 - y) - y = 10
30 - 2y = 10
-2y = -20
y = 10
Plug the value of y into the first equation to get the value of x:
x + 10 = 30
x = 20
The",Algebra,Hard,0.05714285714285715,5.373316916577285e-79
399,"If a recipe calls for 4 cups of flour for 12 cookies, how many cups of flour are needed for 30 cookies?",10 cups,Flour per cookie = 4 cups / 12 cookies = 1/3 cup. For 30 cookies: 30 * (1/3) = 10 cups.,"Solve the following math problem: If a recipe calls for 4 cups of flour for 12 cookies, how many cups of flour are needed for 30 cookies?
Answer: 10 cups",Proportion,Hard,0.125,3.2662536004553123e-155
400,"A rectangular prism has a length of 5 cm, a width of 4 cm, and a height of 3 cm. What is its volume?",60 cm³,Volume = Length × Width × Height = 5 cm × 4 cm × 3 cm = 60 cm³.,"Solve the following math problem: A rectangular prism has a length of 5 cm, a width of 4 cm, and a height of 3 cm. What is its volume?
Answer: 5 x 4 x 3 = 60 cubic cm
Explanation: To find the volume of a rectangular prism, you need to multiply the length, width, and height. In this case, the length is 5 cm, the width is 4 cm, and the height is 3 cm. To find the volume, you multiply these numbers together: 5 x 4 x 3 = 60. The answer is 60 cubic cm.

## What is the formula for finding the volume of a rectangular prism?
The formula for finding the volume of a rectangular prism is: volume = length x width x height. In this case, the length is 5 cm, the width is 4",Geometry,Hard,0.028776978417266185,5.286929818568628e-232
401,"The total cost for 3 shirts and 2 pairs of pants is $120. If a shirt costs $20, what is the cost of a pair of pants?",$30,"Let cost of pants = p. Total cost = 3(20) + 2p = 120. Solving gives 60 + 2p = 120; thus, 2p = 60, so p = 30.","Solve the following math problem: The total cost for 3 shirts and 2 pairs of pants is $120. If a shirt costs $20, what is the cost of a pair of pants?
Answer: 10 2/3 $
Solution: 3 shirts = 3 x $20 = $60
$120 - $60 = $60
$60 - $60 = $0",Algebra,Hard,0.0,0.0
402,"A family earns $80,000 a year and spends $60,000. What is their savings rate?",25%,Savings = Income - Spending = 80000 - 60000 = 20000. Savings rate = Savings / Income = 20000 / 80000 = 0.25 or 25%.,"Solve the following math problem: A family earns $80,000 a year and spends $60,000. What is their savings rate?
Answer:
75% 
Explanation: 
 Savings Rate = Savings / Income 
 80,000 – 60,000 = 20,000 
 20,000 / 80,000 = 0.25 
 0.25 = 25% 
 25% / 100% = .25 
 1 – .25 = 0.75 
 0.75 x 100 = 75% 
 75% is their savings rate.",Percentage Problems,Hard,0.03278688524590164,6.518923202947529e-232
403,"If the sum of the angles in a triangle is 180 degrees and two angles are 70 degrees and 60 degrees, what is the third angle?",50 degrees,Third angle = 180 - (70 + 60) = 50 degrees.,"Solve the following math problem: If the sum of the angles in a triangle is 180 degrees and two angles are 70 degrees and 60 degrees, what is the third angle?
Answer: 180 degrees
If the sum of the angles in a triangle is 180 degrees and two angles are 70 degrees and 60 degrees, the third angle is 50 degrees.
To calculate the third angle, we first need to add together the given angles. In this case, 70 degrees + 60 degrees = 130 degrees.
Next, we subtract the sum of the given angles from 180 degrees to get the third angle. In this case, 180 degrees – 130 degrees = 50 degrees.
Therefore, the third angle is 50 degrees.",Geometry,Hard,0.033613445378151266,6.532350510338584e-232
404,"If a laptop originally costs $800 and is on sale for 25% off, what is the sale price?",$600,Discount = 0.25 * 800 = 200. Sale price = 800 - 200 = 600.,"Solve the following math problem: If a laptop originally costs $800 and is on sale for 25% off, what is the sale price?
Answer:
400
Step-by-step explanation:
25% = 0.25
So, 800 * 0.25 = 200
You subtract this from the original cost:
800 – 200 = 600
200+200=400
Answer:
400
Step-by-step explanation:
25% = 0.25
So, 800 * 0.25 = 200
You subtract this from the original cost:
800 – 200 = 600
200+20",Discount,Hard,0.025974025974025976,0.0
405,"A person invests $1,200 at an annual interest rate of 5% compounded annually. How much will the investment be worth after 3 years?","$1,386.08",A = P(1 + r)^t = 1200(1 + 0.05)^3 = 1200(1.157625) ≈ 1386.08.,"Solve the following math problem: A person invests $1,200 at an annual interest rate of 5% compounded annually. How much will the investment be worth after 3 years?
Answer:
The amount that the investment will be worth after 3 years is $1,366.53.",Compound Interest,Hard,0.04166666666666667,0.0
406,"A man can complete a work task in 12 hours. If he works for 5 hours and then another person takes over and finishes the task in 7 hours, how long would it take the second person to complete the entire task alone?",8 hours,"Work done by man in 5 hours = 5/12 of the task. Remaining work = 1 - (5/12) = 7/12. If second person finishes it in 7 hours, then his rate = (7/12)/7 = 1/12. Therefore, he can complete the task in 12 hours.","Solve the following math problem: A man can complete a work task in 12 hours. If he works for 5 hours and then another person takes over and finishes the task in 7 hours, how long would it take the second person to complete the entire task alone?
Answer:
First, calculate the work done in 5 hours:
Work done in 5 hours = 5/12
Then, the remaining work is:
Remaining work = 1 - 5/12 = 7/12
Now, the second person can complete the remaining work in 7 hours:
Time taken by the second person to complete the remaining work = (Remaining work) / (Rate of work)
Rate of work for the second person = (Remaining work) / (Time taken) = (7/12) / 7 = 1/12
Therefore, the time taken by the second person to complete the entire task alone is:
Time taken = 1/Rate",Work and Time,Hard,0.014184397163120569,5.250084857547877e-232
407,"The ages of Alice and Bob are in the ratio 3:4. If the sum of their ages is 35, what are their ages?","Alice is 15, Bob is 20.","Let Alice's age = 3x and Bob's age = 4x. Then, 3x + 4x = 35 gives 7x = 35, so x = 5. Hence, Alice's age = 15 and Bob's age = 20.","Solve the following math problem: The ages of Alice and Bob are in the ratio 3:4. If the sum of their ages is 35, what are their ages?
Answer:
Alice: 15, Bob: 20
Solution:
Step 1: Write down the problem.
Alice: Bob = 3:4
Alice + Bob = 35
Step 2: Let x be the multiplier.
3x + 4x = 35
Step 3: Solve x.
7x = 35
x = 5
Step 4: Find the ages of Alice and Bob.
Alice = 3x = 3 * 5 = 15
Bob = 4x = 4 * 5 = 20",Ratio and Proportion,Hard,0.10989010989010989,8.18873472774142e-232
408,"If a plane travels 600 miles in 1.5 hours, what is its average speed in miles per hour?",400 mph,Average speed = Total distance / Total time = 600 miles / 1.5 hours = 400 mph.,"Solve the following math problem: If a plane travels 600 miles in 1.5 hours, what is its average speed in miles per hour?
Answer: 600 miles per hour.

## What is the answer to this math problem?
 21106258 641b 433e 990c 2596d521d63e 

## Algebra
 21106348 8245 4258 8038 d6117c2584c1 

## 600 miles an hour
 21106313 8c61 4f92 85f5 6d91d2429d88",Distance-Rate-Time,Hard,0.0,0.0
409,A store sells a pair of shoes for $60 after a 20% discount. What was the original price?,$75,"Let the original price be x. After a 20% discount, the price = 0.8x = 60. So, x = 60/0.8 = 75.","Solve the following math problem: A store sells a pair of shoes for $60 after a 20% discount. What was the original price?
Answer:
The original price of the shoes was $75.
Step-by-step explanation:
To solve this problem, we will use the following formula:
P = (1 - R/100) C
Where,
P is the original price
R is the discount rate
C is the cost
Given:
R = 20%
C = $60
Using the formula:
P = (1 - R/100) C
Substituting values:
P = (1 - 20/100) 60
P = (1 - 0.2) 60
P = (0.8) 60
P =",Discount,Hard,0.020618556701030924,0.0
410,A farmer has 300 apples and wants to pack them in boxes of 12. How many full boxes can he make?,25 boxes,Number of full boxes = Total apples / Apples per box = 300 / 12 = 25.,"Solve the following math problem: A farmer has 300 apples and wants to pack them in boxes of 12. How many full boxes can he make?
Answer: 25
Explanation: To solve this problem, we need to divide 300 by 12. The quotient is 25, which represents the number of full boxes the farmer can make.

## Word Problem: How Many Boxes of 12 Can Be Made From 300 Apples?
Solving math problems can be a fun and challenging activity. One of the most common math problems that students face is how to determine how many boxes of a certain size can be made from a certain number of items. In this article, we will explore the solution to one such problem: how many boxes of 12 can be made from 300 apples?

## The Problem
The problem is",Division,Hard,0.028985507246376812,6.3211493403261365e-232
411,"If the perimeter of a square is 40 cm, what is the length of one side?",10 cm,"Perimeter = 4 × side. So, side = 40/4 = 10 cm.","Solve the following math problem: If the perimeter of a square is 40 cm, what is the length of one side?
Answer: The length of one side is 10 cm.
The perimeter of a square is equal to the sum of all the sides. Since all sides of a square are equal, the perimeter is equal to 4 times the length of one side. Therefore, if the perimeter of a square is 40 cm, the length of one side is 10 cm.

## What is the perimeter of a square if one side is 5 cm?
Answer:
The perimeter of a square is the sum of the lengths of all its sides. Since a square has four equal sides, the perimeter is 4 times the length of one side. So, if one side of a square is 5 cm, the perimeter is",Geometry,Hard,0.027972027972027972,5.277597161146185e-232
412,"A bike costs $400. If it depreciates by 15% each year, what will its value be after 3 years?",$273.48,Value = 400(1 - 0.15)^3 = 400(0.85)^3 ≈ 273.48.,"Solve the following math problem: A bike costs $400. If it depreciates by 15% each year, what will its value be after 3 years?
Answer:
$216
Step-by-step explanation:
400 – 15% = 340
340 – 15% = 289
289 – 15% = 245.65
245.65 – 15% = 210.71
210.71 – 15% = 179.06",Exponential Decay,Hard,0.0,0.0
413,The sum of three consecutive integers is 81. What are the integers?,"26, 27, and 28","Let the integers be x, x+1, x+2. Then, x + (x + 1) + (x + 2) = 81. This simplifies to 3x + 3 = 81, thus 3x = 78, giving x = 26.","Solve the following math problem: The sum of three consecutive integers is 81. What are the integers?
Answer: (26, 27, 28)
Explanation:
The sum of three consecutive integers is 81.
Let x be the first integer, and x+1 be the second integer, and x+2 be the third integer.
The sum of three consecutive integers is 81.
x + x+1 + x+2 = 81
Combine like terms: 3x + 3 = 81
Subtract 3 from both sides: 3x = 78
Divide both sides by 3: x = 26
The first integer is 26. Therefore, the second integer is 27, and the third is 28",Algebra,Hard,0.07692307692307693,1.9390686291587916e-155
414,"A company has a fixed cost of $50,000 and a variable cost of $10 per unit. If they produce 5,000 units, what is the total cost?","$100,000",Total cost = Fixed cost + (Variable cost * Number of units) = 50000 + (10 * 5000) = 100000.,"Solve the following math problem: A company has a fixed cost of $50,000 and a variable cost of $10 per unit. If they produce 5,000 units, what is the total cost?
Answer: 150,000
Explanation: Fixed costs are those that do not change with the level of production. In this case, the fixed cost is $50,000. Variable costs, on the other hand, are those that change with the level of production. In this case, the variable cost is $10 per unit. To find the total cost, we need to add the fixed cost to the variable cost multiplied by the number of units produced. In this case, we have: Total cost = Fixed cost + Variable cost x Number of units Total cost = 50,000 + 10 x 5,000 Total cost = 50,000 +",Cost Analysis,Hard,0.014705882352941176,0.0
415,"A rectangle has a width that is 2 cm less than its length. If its area is 24 cm², what are the dimensions?","Length = 6 cm, Width = 4 cm","Let length = x, then width = x - 2. Area = length * width = x(x - 2) = 24. Solving gives x² - 2x - 24 = 0. Factoring gives (x - 6)(x + 4) = 0, so x = 6 (width = 4).","Solve the following math problem: A rectangle has a width that is 2 cm less than its length. If its area is 24 cm², what are the dimensions?
Answer: 4 x 6
Explanation:
a = lw
length = x
width = x-2
24 = x(x-2)
24 = x²-2x
0 = x²-2x-24
0 = (x-6)(x+4)
x = 6 or x = -4
Since length is always positive, x = 6.
L = 6cm
W = x-2
W = 6-2
W = 4cm
Thus, the dimensions are 4 x 6.

## 2 thoughts on “6th Grade Math Practice Test Questions”
I really enjoyed this blog, its interesting",Algebra,Hard,0.07476635514018691,2.182021659333324e-155
416,"If a store sells 120 shirts in January and 150 shirts in February, what is the percent increase in sales?",25%,Increase = 150 - 120 = 30. Percent increase = (30 / 120) * 100 = 25%.,"Solve the following math problem: If a store sells 120 shirts in January and 150 shirts in February, what is the percent increase in sales?
Answer: 25%
Solution:
Step 1: Find the difference between the sales in February and the sales in January.
150 - 120 = 30
Step 2: Divide the answer in Step 1 by the sales in January.
30 ÷ 120 = 0.25
Step 3: Convert the decimal in Step 2 to a percent.
0.25 = 25%",Percentage Problems,Hard,0.025641025641025647,6.091662401187491e-232
417,A circle has a diameter of 10 cm. What is its circumference?,31.4 cm,Circumference = πd = π(10) ≈ 31.4 cm.,"Solve the following math problem: A circle has a diameter of 10 cm. What is its circumference?
Answer: 31.42 cm

## Solution
The circumference of a circle can be calculated using the formula:
C = 2πr
where C is the circumference, π is a constant (approximately 3.14159), and r is the radius of the circle.
In this case, we know that the diameter of the circle is 10 cm, so we can calculate the radius as follows:
r = d/2
r = 10/2
r = 5 cm
We can then plug this value into the formula for the circumference:
C = 2πr
C = 2π(5)
C ≈ 31.4",Geometry,Hard,0.03636363636363636,6.720628411503338e-232
418,"If you buy 3 pounds of apples at $2.50 per pound and 2 pounds of bananas at $1.50 per pound, what is the total cost?",$10.50,Cost of apples = 3 * 2.50 = 7.50; Cost of bananas = 2 * 1.50 = 3.00. Total cost = 7.50 + 3.00 = 10.50.,"Solve the following math problem: If you buy 3 pounds of apples at $2.50 per pound and 2 pounds of bananas at $1.50 per pound, what is the total cost?
Answer:
Step-by-step explanation:
Answer:
$10.50
Step-by-step explanation:
3 lbs apples x $2.50 = $7.50
2 lbs bananas x $1.50 = $3.00
$7.50 + $3.00 = $10.50",Shopping,Hard,0.05882352941176471,6.659801989051833e-232
